"TOA5","GlacioClim_bo_Plataforma_Mto","CR1000X","21070","CR1000X.Std.04.02","CPU:PLATAFORMA_V1.CR1X","34573","Plataforma_Hora"
"TIMESTAMP","RECORD","Prom_rad_albedo","Max_rad_albedo","Min_rad_albedo","Max_rad_TOTAL_sup","Max_rad_TOTAL_inf","Max_rad_neta_TOTAL","Max_rad_neta_TOTAL_onda_larga","Max_rad_neta_TOTAL_onda_corta","Vel_V_prom","Dir_V_prom","Desv_estandar_Dir_V","Max_Vel_V","Hora_Max_Vel_V","Muestra_de_Dir_V_en_Max_Vel_V","Prom_Temp_aire","Max_Temp_aire","Min_Temp_aire","Prom_RH","Max_RH","Min_RH","Presion_Barometrica","Total_precipitacion"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","m/s","Deg","Deg","m/s","m/s","Grados","Deg C","Deg C","Deg C","%","%","%","mbar","mm"
"","","Avg","Max","Min","Max","Max","Max","Max","Max","WVc","WVc","WVc","Max","TMx","SMM","Avg","Max","Min","Avg","Max","Min","Smp","Tot"
"2023-08-18 09:00:00",18,0.172,0.177,0.166,359.2,107.4,252.2,-151.1,429.7,4.477,260.6,20.02,6.687,"2023-08-18 08:29:00",260.1,3.018,4.482,2.067,5.527,6.901,4.573,577.7,0
"2023-08-18 10:00:00",19,0.179,0.182,0.177,541.3,170.3,375.1,-179.1,579.9,4.737,276.6,33.87,8.66,"2023-08-18 09:49:00",262.5,5.083,5.724,4.361,6.761,10.6,4.97,578.1,0
"2023-08-18 11:00:00",20,0.179,0.182,0.174,718.8,213.9,506.4,-204.2,731.3,6.884,274.6,17.21,10.34,"2023-08-18 10:48:00",283.7,6.629,7.52,5.583,6.781,9.52,5.555,578.1,0
"2023-08-18 12:00:00",21,0.17,0.174,0.165,843,249.3,603.9,-216.6,841,8.36,282.3,14.88,13.32,"2023-08-18 11:28:00",276.2,8.04,8.9,7.268,6.607,8.84,4.308,578,0
"2023-08-18 13:00:00",22,0.165,0.168,0.162,882,260.7,650,-223.3,875,8.7,282.7,20.27,15.53,"2023-08-18 12:32:00",284.7,8.53,9.11,7.884,6.92,9.02,5.421,577.4,0
"2023-08-18 14:00:00",23,0.164,0.166,0.162,879,259.7,641,-217.1,871,9.18,280.8,15.69,15.38,"2023-08-18 13:42:00",297.2,8.77,9.58,8.19,8.11,9.99,5.712,577,0
"2023-08-18 15:00:00",24,0.165,0.168,0.164,799.6,237.3,575.3,-203.5,799.7,8.4,281.8,16.9,13.02,"2023-08-18 14:47:00",279.7,8.93,9.56,8.39,9.34,11.18,7.024,576.3,0
"2023-08-18 16:00:00",25,0.166,0.17,0.164,659.5,193.6,467.6,-184,676,9.33,285.3,13.46,15.22,"2023-08-18 15:25:00",303.1,9.13,9.63,8.37,10.4,12.34,8.35,576.1,0
"2023-08-18 17:00:00",26,0.167,0.177,0.162,448.7,134.1,315.7,-154.4,497.3,9.61,286,12.11,13.34,"2023-08-18 16:29:00",286.3,9.14,9.5,8.79,11.26,14.31,8.96,575.9,0
"2023-08-18 18:00:00",27,0.22,0.305,0.15,186.3,65.07,121.2,-126.6,275.1,9.48,284.2,11.23,14.35,"2023-08-18 17:16:00",271.1,7.455,9.04,6.462,13.75,16.33,11.14,575.4,0
"2023-08-18 19:00:00",28,-0.313,3.82,-16.88,-121.4,-1.776,-118.9,-121.6,7.834,10.59,283.7,9.07,13.61,"2023-08-18 18:50:00",282.3,5.776,6.452,5.078,19.33,21.7,16.11,575.4,0
"2023-08-18 20:00:00",29,-0.143,-0.083,-0.208,-140.7,-7.011,-133.7,-126.2,-7.39,9.49,278.3,14.45,14.72,"2023-08-18 19:24:00",255.3,3.613,5.007,2.39,14.63,22.12,11.45,576.4,0
"2023-08-18 21:00:00",30,-0.218,-0.169,-0.36,-143.2,-5.998,-135,-125.6,-8.36,6.273,272,28.51,9.68,"2023-08-18 20:04:00",278.6,1.495,2.37,0.59,13.29,14.62,11.7,576.7,0
"2023-08-18 22:00:00",31,-0.249,-0.172,-0.319,-142.1,-5.945,-134.3,-124.6,-8.29,6.788,274.8,24.92,9.79,"2023-08-18 21:34:00",277,0.093,0.58,-0.178,14.17,15.46,12.46,576.7,0
"2023-08-18 23:00:00",32,-0.249,-0.143,-0.504,-145.2,-5.657,-136.3,-127.2,-8.14,7.035,280,17.62,12.5,"2023-08-18 22:59:00",285.4,-0.921,-0.219,-1.535,14.43,16.59,11.5,576.3,0
"2023-08-19 00:00:00",33,-0.179,-0.094,-0.27,-145.6,-7.314,-137.4,-128,-8.06,8.1,276.5,14.89,12.12,"2023-08-18 23:17:00",275.3,-1.545,-0.633,-2.598,13.61,18.43,10.82,576.5,0
"2023-08-19 01:00:00",34,-0.23,0.022,-0.438,-144.1,-5.707,-136.7,-127,-8.01,7.263,270.8,25.1,11.88,"2023-08-19 00:14:00",261,-2.447,-1.554,-3.429,14.33,20.51,10.66,576.3,0
"2023-08-19 02:00:00",35,-0.28,-0.17,-0.463,-144.3,-6.758,-137.2,-128.3,-8.09,7.619,268.8,16.37,12.07,"2023-08-19 01:50:00",283.8,-2.975,-2.304,-3.46,14.29,17.23,11.89,575.5,0
"2023-08-19 03:00:00",36,-0.214,-0.132,-0.341,-155.6,-9.78,-145.4,-136.7,-8.13,8.65,269.4,11.87,11.52,"2023-08-19 02:22:00",269,-1.978,-1.515,-2.356,10.22,12.56,8.12,575.5,0
"2023-08-19 04:00:00",37,-0.19,-0.108,-0.287,-158.3,-11.55,-144.3,-134.6,-8.39,7.789,268.7,16.04,11.27,"2023-08-19 03:40:00",278.8,-1.841,-1.454,-2.233,8.63,11.21,7.38,575.6,0
"2023-08-19 05:00:00",38,-0.203,-0.127,-0.326,-154.4,-10.97,-141.9,-132.5,-8.49,7.613,271.2,13.28,10.02,"2023-08-19 04:23:00",265.9,-2.411,-2.031,-2.781,9.6,11.48,8.23,575.7,0
"2023-08-19 06:00:00",39,-0.224,-0.14,-0.313,-154.3,-11.15,-141.3,-132,-8.32,6.953,268.7,13.73,10.12,"2023-08-19 05:12:00",272.5,-2.589,-2.366,-2.791,9.02,9.95,7.718,575.7,0
"2023-08-19 07:00:00",40,-0.026,21.82,-7.236,-147.7,-11.76,-133.1,-133.5,1.805,6.378,258.8,9.78,7.732,"2023-08-19 06:13:00",251.4,-2.445,-1.636,-2.953,7.846,10.01,5.484,576.1,0
"2023-08-19 08:00:00",41,0.26,0.556,0.161,134.3,44,90.3,-133.4,242.9,5.486,254.5,13.49,6.953,"2023-08-19 07:44:00",247.3,-0.386,0.661,-1.96,4.986,10,3.57,576.6,0
"2023-08-19 09:00:00",42,0.173,0.178,0.167,362.9,115.7,247.4,-153.2,430.9,4.105,270.5,19.44,6.715,"2023-08-19 08:04:00",263.9,1.884,2.966,0.711,4.848,5.817,4.124,577.8,0
"2023-08-19 10:00:00",43,0.181,0.183,0.177,550.8,176.8,375.1,-180,583,5.509,273.2,18.15,8.13,"2023-08-19 09:38:00",276.7,3.305,4.27,2.46,5.734,9,4.033,578.2,0
"2023-08-19 11:00:00",44,0.179,0.182,0.175,729,223.3,507.6,-206.8,734.7,7.228,280.1,13.95,9.3,"2023-08-19 10:35:00",282.3,4.525,5.078,3.956,6.942,9.48,5.582,578,0
"2023-08-19 12:00:00",45,0.17,0.175,0.167,856,251.2,619.2,-218.6,846,8.52,283.5,11.59,12.41,"2023-08-19 11:48:00",278.1,5.176,5.643,4.826,6.763,8.42,5.256,577.9,0
"2023-08-19 13:00:00",46,0.165,0.167,0.164,896,256.5,656.9,-221.2,880,9.27,281,10.15,13.43,"2023-08-19 12:51:00",268.4,5.765,6.269,5.159,7.461,9.34,6.034,577.5,0
"2023-08-19 14:00:00",47,0.165,0.168,0.163,891,259.2,646.3,-219.4,876,8.82,282.2,10.29,13.25,"2023-08-19 13:19:00",289.5,6.793,7.682,6.057,8.07,9.71,6.608,577.4,0
"2023-08-19 15:00:00",48,0.167,0.169,0.165,807,237.8,573.1,-211.2,807,8.94,282.7,15.62,13.8,"2023-08-19 14:30:00",288,7.451,8.11,6.774,7.795,9.8,6.554,576.4,0
"2023-08-19 16:00:00",49,0.168,0.171,0.166,664,197.4,466.6,-194.7,685.4,8.91,282.9,11.69,12.12,"2023-08-19 15:41:00",289.3,8.05,8.38,7.682,7.784,9.69,6.165,576.1,0
"2023-08-19 17:00:00",50,0.168,0.179,0.163,452.9,137.7,315.2,-167.2,509,8.47,285.1,10.4,13.37,"2023-08-19 16:11:00",270.9,7.954,8.69,7.52,8.89,10.83,6.55,576.1,0
"2023-08-19 18:00:00",51,0.254,0.417,0.122,191.9,68.6,123.3,-140.3,289.1,8.6,291.3,11.12,11.13,"2023-08-19 17:38:00",287.4,6.362,7.662,5.684,10.21,12.59,7.878,575.2,0
"2023-08-19 19:00:00",52,-0.087,8.3,-9.22,-139.5,-3.995,-135.4,-130.5,5.354,7.728,291.7,13.11,11.85,"2023-08-19 18:02:00",287.2,5.361,5.744,4.927,10.4,12.24,8.09,575.4,0
"2023-08-19 20:00:00",53,-0.301,-0.074,-0.482,-146.2,-9.33,-134.9,-123.7,-9.31,4.974,272.2,26.15,7.579,"2023-08-19 19:14:00",278.6,4.332,4.976,3.765,10.89,14.78,8.61,575.7,0
"2023-08-19 21:00:00",54,-0.25,-0.077,-0.434,-143.7,-9.07,-131.6,-122.2,-8.44,5.805,266.2,19.9,8.92,"2023-08-19 20:08:00",237,3.536,4.118,3.036,12.13,14.69,10.05,576.5,0
"2023-08-19 22:00:00",55,-0.335,-0.201,-0.545,-136.7,-7.618,-126.1,-115.5,-8.85,3.208,259.8,47.62,6.726,"2023-08-19 21:25:00",281.2,2.313,3.28,1.48,18.08,23.2,13.41,576.8,0
"2023-08-19 23:00:00",56,-0.279,-0.14,-0.414,-138,-7.928,-128.3,-118.9,-8.36,5.967,274.8,12.76,7.512,"2023-08-19 22:56:00",275,1.132,1.562,0.692,20.95,28.34,16.04,576.9,0
"2023-08-20 00:00:00",57,-0.236,-0.112,-0.429,-141.5,-10.52,-129.6,-121,-7.632,6.638,267.8,14.79,9.66,"2023-08-19 23:56:00",269,1.176,1.52,0.924,15.35,19.44,12.52,576.6,0
"2023-08-20 01:00:00",58,-0.224,-0.028,-0.411,-143.6,-10.25,-131,-122.4,-7.946,7.138,273.9,12.16,9.76,"2023-08-20 00:55:00",272.3,1.011,1.358,0.67,15,18.82,12.72,576.5,0
"2023-08-20 02:00:00",59,-0.211,-0.11,-0.332,-144.7,-11.23,-131.1,-122.5,-7.882,6.789,263.3,14.05,9.49,"2023-08-20 01:47:00",275.2,0.834,1.035,0.508,13.23,14.61,12.31,576,0
"2023-08-20 03:00:00",60,-0.198,-0.131,-0.263,-145.3,-12.27,-131.8,-123,-7.659,6.425,261.2,14.52,9.03,"2023-08-20 02:21:00",271,0.654,0.975,0.286,12.92,15.86,12.07,575.6,0
"2023-08-20 04:00:00",61,-0.235,-0.142,-0.368,-144.3,-11.56,-130.4,-120.9,-8.24,5.783,267.7,12.75,8.12,"2023-08-20 03:21:00",257.5,0.04,0.346,-0.188,13.53,14.25,12.64,575.6,0
"2023-08-20 05:00:00",62,-0.235,-0.142,-0.337,-144.6,-13.2,-129.2,-120,-8.1,5.138,257.6,19.3,6.991,"2023-08-20 04:30:00",262.6,-0.085,0.226,-0.542,12.87,15.57,11.83,575.7,0
"2023-08-20 06:00:00",63,-0.245,-0.133,-0.407,-144.5,-12.26,-129.3,-120.2,-7.884,5.262,261.3,13.87,8.13,"2023-08-20 05:04:00",268.2,-0.462,-0.036,-0.968,13.21,15.63,11.85,575.9,0
"2023-08-20 07:00:00",64,-0.312,5.885,-15.49,-139.4,-12.18,-127,-123,3.044,5.967,253.8,15.31,7.832,"2023-08-20 06:59:00",264.7,-0.229,-0.036,-0.37,12.07,13.51,11.33,576.2,0
"2023-08-20 08:00:00",65,0.251,0.494,0.16,142.5,45.61,96.9,-128.2,244.9,5.4,258.7,20.04,7.884,"2023-08-20 07:07:00",238.2,0.84,1.896,-0.31,10.78,11.98,9.65,576.4,0
"2023-08-20 09:00:00",66,0.173,0.178,0.166,374.7,113.2,261.5,-148.2,439.8,5.565,276.5,28.75,8.71,"2023-08-20 09:00:00",298.9,3.156,4.068,1.763,9.74,11.08,7.76,577.7,0
"2023-08-20 10:00:00",67,0.18,0.181,0.177,511.3,160.6,355,-175.1,549.8,8.05,286.9,10.5,10.48,"2023-08-20 09:26:00",289.4,4.318,4.734,3.804,9.41,11.1,7.366,578.3,0
"2023-08-20 11:00:00",68,0.179,0.182,0.175,722.3,210.8,512,-194.8,726.5,9.27,281.4,12.69,11.94,"2023-08-20 10:54:00",276.9,5.345,5.866,4.532,9.51,10.99,8.36,578.2,0
"2023-08-20 12:00:00",69,0.171,0.176,0.167,866,244.3,622.4,-214.1,855,9.27,278.8,9.96,11.21,"2023-08-20 11:07:00",284.8,6.375,7.167,5.744,9,10.49,7.378,578,0
"2023-08-20 13:00:00",70,0.165,0.168,0.162,890,256.6,646.7,-225.4,876,8.44,283.2,10.85,12.76,"2023-08-20 12:10:00",278.5,7.125,7.804,6.532,8.46,10.14,6.772,577.7,0
"2023-08-20 14:00:00",71,0.165,0.167,0.163,884,265.6,632.4,-231.3,874,6.833,283.5,11.49,9.89,"2023-08-20 13:11:00",277.1,8.24,9.18,7.44,7.879,9.22,6.246,577.3,0
"2023-08-20 15:00:00",72,0.166,0.169,0.164,802,242.4,567.2,-220.2,807,6.872,286.9,11.46,10.49,"2023-08-20 14:05:00",288.7,8.43,9.34,7.782,7.212,8.88,5.284,577.1,0
"2023-08-20 16:00:00",73,0.167,0.172,0.165,656,204.2,452.5,-199.8,680.5,6.804,282.5,13.01,9.64,"2023-08-20 15:34:00",286,9.28,10.02,8.62,7.389,9.46,5.58,576.6,0
"2023-08-20 17:00:00",74,0.168,0.18,0.159,438.8,145.7,293.5,-167.4,497.3,6.562,302.2,23.16,10.91,"2023-08-20 16:15:00",293.3,8.72,9.44,6.794,10.7,32.44,5.45,577.1,0
"2023-08-20 18:00:00",75,0.272,0.559,0.11,179.4,72.28,107.1,-127.6,278.7,3.458,47.48,66.84,6.337,"2023-08-20 17:07:00",237.8,5.097,7.904,3.584,29.89,35.55,12.6,576.7,0
"2023-08-20 19:00:00",76,-2.99,7.574,-170.3,-118.4,5.27,-123,-116.2,4.104,1.808,112.9,31.84,4.06,"2023-08-20 18:02:00",89.5,3.254,3.594,2.654,28.23,32.02,23.67,577,0
"2023-08-20 20:00:00",77,-1.026,-0.684,-1.406,-126.9,2.188,-124.8,-112.6,-10.03,1.203,132.4,25.85,2.256,"2023-08-20 19:17:00",91.1,3.195,3.451,2.794,19.55,23.42,15.81,577.2,0
"2023-08-20 21:00:00",78,-0.976,-0.178,-1.574,-127.8,-3.082,-120,-110.4,-7.173,2.223,170.6,78.65,6.576,"2023-08-20 20:53:00",285.2,3.164,3.492,2.764,18.33,28.07,12.73,577.4,0
"2023-08-20 22:00:00",79,-0.297,-0.16,-0.439,-147.1,-10.53,-133.5,-122.2,-8.83,4.027,255.9,27.74,6.365,"2023-08-20 21:06:00",292.5,2.326,2.674,1.744,14.41,19.47,11.97,577.5,0
"2023-08-20 23:00:00",80,-0.367,-0.293,-0.456,-147.5,-11,-134.1,-123.7,-9.11,3.938,257.7,32.03,6.457,"2023-08-20 22:31:00",226.5,1.662,1.935,1.43,10.79,13.66,8.84,577.6,0
"2023-08-21 00:00:00",81,-0.242,-0.143,-0.343,-137.3,-10.97,-125.8,-118,-7.437,6.228,260.4,16.81,9.24,"2023-08-20 23:31:00",278,1.278,1.601,0.904,10.04,13.45,8.63,577.6,0
"2023-08-21 01:00:00",82,-0.298,0.017,-0.888,-135,-7.162,-124.9,-116.4,-7.971,5.599,271.4,12.66,7.896,"2023-08-21 00:43:00",284.4,0.785,1.541,-0.422,16.59,21.66,12.04,577.5,0
"2023-08-21 02:00:00",83,-0.21,-0.096,-0.324,-147.7,-12.92,-132,-123.1,-8.18,5.694,268,10.28,8.02,"2023-08-21 01:08:00",277,1.059,1.49,0.631,15.43,18.21,11.11,577.2,0
"2023-08-21 03:00:00",84,-0.223,-0.091,-0.452,-144.5,-13.48,-130.1,-120.9,-8.49,3.865,264.7,12.01,5.593,"2023-08-21 03:00:00",283.1,0.57,1.338,-0.401,12.06,15.89,9.89,576.9,0
"2023-08-21 04:00:00",85,-0.276,-0.05,-0.515,-143.9,-12.1,-129.1,-120.4,-7.611,4.282,264.8,17.94,6.479,"2023-08-21 03:55:00",258.8,-0.139,0.692,-0.876,12.97,20.24,7.752,576.9,0
"2023-08-21 05:00:00",86,-0.26,-0.02,-0.417,-147.4,-14.7,-130.8,-121.1,-8.38,4.603,263.4,17.57,6.798,"2023-08-21 04:16:00",281.2,-0.032,0.518,-1.009,9.57,17.37,6.294,576.7,0
"2023-08-21 06:00:00",87,-0.23,-0.026,-0.416,-149.3,-12.9,-134.3,-125.3,-7.71,7.924,269.3,11.79,10.75,"2023-08-21 05:29:00",271.5,-0.061,0.711,-0.886,8.18,15.28,6.502,576.6,0
"2023-08-21 07:00:00",88,-0.084,4.32,-2.707,-134.2,-11.54,-122.3,-129.8,11.05,8.13,268.9,12.54,11.03,"2023-08-21 06:57:00",277,0.572,0.924,0.185,7.1,9.81,5.828,576.9,0
"2023-08-21 08:00:00",89,0.203,0.268,0.168,123.3,42.7,80.6,-133.4,229.3,7.33,272,12.31,10.75,"2023-08-21 07:01:00",274.5,1.187,1.935,0.246,6.309,8.72,4.823,577.7,0
"2023-08-21 09:00:00",90,0.175,0.179,0.172,355.4,107.3,248.1,-149.4,422.5,6.454,263.5,14.67,9.4,"2023-08-21 08:33:00",271.4,2.691,3.946,1.884,5.271,7.354,4.162,578.8,0
"2023-08-21 10:00:00",91,0.18,0.182,0.177,532.7,173.1,365.5,-176.7,571,5.693,285.6,19.66,8.7,"2023-08-21 09:07:00",290.9,4.695,5.572,3.906,6.279,8.54,4.752,579.2,0
"2023-08-21 11:00:00",92,0.177,0.184,0.17,701.2,225.6,477.7,-210.3,721.1,3.688,290.2,34.37,6.45,"2023-08-21 10:53:00",288.3,6.771,7.984,5.542,5.736,8.05,3.896,579.2,0
"2023-08-21 12:00:00",93,0.168,0.175,0.162,816,260.8,565.4,-244.8,829,2.899,287.5,38.97,5.116,"2023-08-21 11:37:00",270.7,8.7,9.52,7.762,5.717,7.221,3.956,578.7,0
"2023-08-21 13:00:00",94,0.163,0.169,0.155,842,273.9,590,-254.7,855,2.161,300.6,59.91,5.511,"2023-08-21 12:18:00",258.1,10.6,12.02,8.79,5.583,7.286,3.966,578.3,0
"2023-08-21 14:00:00",95,0.163,0.168,0.157,840,262.9,597.7,-238.6,845,3.666,71.33,73.19,6.51,"2023-08-21 13:35:00",76.73,10.36,11.33,9.17,13.03,18.68,4.645,577.7,0
"2023-08-21 15:00:00",96,0.166,0.168,0.163,785.6,254.5,535.4,-217.4,780.5,4.622,83.3,20.39,6.213,"2023-08-21 14:40:00",81.4,9.86,11.2,8.33,19.48,22.62,15.13,577.3,0
"2023-08-21 16:00:00",97,0.167,0.168,0.165,669.2,218.4,450.8,-188.4,670.9,5.715,79.68,11.65,6.871,"2023-08-21 15:57:00",73.68,7.884,8.81,6.41,24.46,30.9,20.92,577.3,0
"2023-08-21 17:00:00",98,0.168,0.178,0.166,454.1,159.2,298.4,-156.8,486.5,5.413,82.5,10.27,6.54,"2023-08-21 16:09:00",82.5,5.875,6.724,5.159,32.57,40.03,26.92,577.5,0
"2023-08-21 18:00:00",99,0.228,0.392,0.143,187,85,102,-124.6,258.4,3.777,84.8,14.75,5.339,"2023-08-21 17:18:00",69.7,3.405,5.29,2.106,51.12,67.47,39.07,576.8,0
"2023-08-21 19:00:00",100,-0.423,11.11,-8.75,-98.5,16.08,-114.6,-116.1,9.87,1.772,121.3,21.1,2.871,"2023-08-21 18:25:00",133.2,2.133,2.37,1.864,38.28,62.55,29.15,576.8,0
"2023-08-21 20:00:00",101,-0.939,-0.735,-1.461,-119.6,3.544,-120.8,-110.7,-9.4,1.423,116.4,28.69,2.308,"2023-08-21 19:07:00",111.6,1.982,2.116,1.763,20.65,27.07,14.61,577.2,0
"2023-08-21 21:00:00",102,-1.367,-0.522,-4.406,-119,5.383,-118.5,-109.6,-4.927,0.522,95.3,86.6,1.331,"2023-08-21 20:43:00",289.8,1.281,1.722,0.631,23.53,36.56,14.6,577.4,0
"2023-08-21 22:00:00",103,-0.607,-0.269,-1.413,-126.3,-3.381,-121.8,-116,-5.376,2.565,271.1,9.05,3.781,"2023-08-21 21:31:00",272.3,1.85,2.188,1.196,26.11,40.13,16.95,577.6,0
"2023-08-21 23:00:00",104,-1.043,-0.214,-6.66,-127,-4.771,-119.6,-112.8,-5.085,0.442,279.2,51.06,1.655,"2023-08-21 22:07:00",346.7,1.021,2.106,0.58,27.67,33.78,20.21,577.7,0
"2023-08-22 00:00:00",105,-2.257,21.62,-114.7,-127.2,-6.814,-120.4,-115.7,-3.992,2.948,265.9,12.68,4.201,"2023-08-21 23:52:00",251,1.862,2.754,0.924,14.67,24.19,8.39,577.7,0
"2023-08-22 01:00:00",106,-0.224,-0.092,-0.406,-150.6,-15.46,-134,-124.5,-8.33,3.298,263.7,8.8,4.802,"2023-08-22 00:56:00",271.4,1.685,2.249,0.852,11.62,15.2,9.25,577.5,0
"2023-08-22 02:00:00",107,-0.226,-0.152,-0.408,-149.5,-13.72,-134.1,-125.4,-8.16,5.355,259.1,9.76,6.971,"2023-08-22 01:53:00",255.1,1.555,1.925,0.752,12.67,17.25,9.99,577,0
"2023-08-22 03:00:00",108,-0.216,-0.036,-0.322,-149,-13.02,-134.3,-125.4,-8.65,5.737,266,11.84,7.391,"2023-08-22 02:38:00",273.7,0.816,1.46,0.508,18,19.68,16.17,576.4,0
"2023-08-22 04:00:00",109,-0.226,-0.087,-0.34,-152.4,-13.72,-138.1,-129.1,-8.64,6.077,265.1,15.19,8.28,"2023-08-22 03:06:00",314.6,0.999,1.338,0.711,14.11,18.33,10.81,576.4,0
"2023-08-22 05:00:00",110,-0.279,-0.08,-0.497,-154.8,-14.9,-137.5,-127.5,-9.4,4.353,254.8,16.19,5.539,"2023-08-22 04:46:00",244.9,0.712,1.116,0.205,11.7,19.09,9.14,576.4,0
"2023-08-22 06:00:00",111,-0.248,-0.047,-0.468,-154.4,-15.19,-136.3,-126.8,-8.89,4.284,255.7,11.51,5.279,"2023-08-22 05:45:00",257.7,0.585,1.176,-0.098,9.9,17.8,7.242,576.7,0
"2023-08-22 07:00:00",112,-0.303,9.34,-16.49,-137.7,-14.7,-122.7,-125.4,5.527,3.85,260,12.96,5.887,"2023-08-22 06:11:00",283.2,0.564,1.035,-0.422,7.892,18.54,5.492,577.3,0
"2023-08-22 08:00:00",113,0.229,0.454,0.166,130.6,42.81,87.8,-125.1,237.7,2.495,257.2,13.97,3.647,"2023-08-22 07:12:00",266.1,2.403,4.33,0.934,5.694,7.646,4.405,577.6,0
"2023-08-22 09:00:00",114,0.175,0.178,0.172,357.8,115,242.9,-150.4,429.9,1.667,112.3,84.2,2.994,"2023-08-22 09:00:00",93.6,6.171,7.278,4.39,5.602,7.315,4.162,578.7,0
"2023-08-22 10:00:00",115,0.179,0.181,0.177,547.9,181,366.9,-187.5,585.7,3.043,88.9,17.2,3.855,"2023-08-22 09:34:00",112.8,7.169,7.874,6.532,7.201,8.84,5.034,579,0
"2023-08-22 11:00:00",116,0.177,0.181,0.171,733,227.7,505.3,-219.6,738.2,4.074,83.2,12.21,6.517,"2023-08-22 10:59:00",75.07,8.37,9.22,7.289,10.36,14.67,8.1,578.9,0
"2023-08-22 12:00:00",117,0.169,0.173,0.165,850,265.1,591.5,-232.1,833,5.184,84,9.25,6.419,"2023-08-22 11:24:00",76.58,9.36,10.78,7.904,15.37,18.23,11.97,578.5,0
"2023-08-22 13:00:00",118,0.163,0.165,0.161,897,272.1,629.8,-238.2,868,5.691,80.2,8.7,6.604,"2023-08-22 12:50:00",75.79,9.99,11.01,8.98,20.52,23.79,15.44,578.2,0
"2023-08-22 14:00:00",119,0.162,0.164,0.16,895,270.7,630.9,-224,868,6.345,82.9,8.1,7.167,"2023-08-22 13:27:00",102.5,9.56,10.41,8.77,27.5,30.71,22.74,577.8,0
"2023-08-22 15:00:00",120,0.164,0.165,0.162,827,255.8,571,-206.7,799.8,5.943,81.2,9.4,6.7,"2023-08-22 14:33:00",90.4,9.12,9.8,8.39,30.81,36.29,28.5,577.2,0
"2023-08-22 16:00:00",121,0.165,0.166,0.164,698.6,221.2,477.4,-180.4,688.7,5.731,83.6,9.88,6.533,"2023-08-22 16:00:00",110,8.24,8.99,7.218,41.2,46.59,35.45,577.1,0
"2023-08-22 17:00:00",122,0.167,0.177,0.164,477.5,160.1,320.9,-144.9,497.1,5.537,81,7.467,6.537,"2023-08-22 16:01:00",76.36,6.312,7.328,5.361,52.72,58.56,46.54,577.3,0
"2023-08-22 18:00:00",123,0.238,0.453,0.122,225,90.2,134.9,-117,275.1,3.945,90.7,17.21,5.416,"2023-08-22 17:18:00",87.3,3.76,5.3,2.654,59.32,64.54,52.15,576.7,0
"2023-08-22 19:00:00",124,0.288,38.27,-10.96,-95.8,14.73,-110.5,-107.2,6.26,1.784,98.9,10.74,2.755,"2023-08-22 18:47:00",106.9,2.09,2.572,1.783,61.31,64.08,58.43,576.9,0
"2023-08-22 20:00:00",125,-1.108,-0.6,-1.948,-110.9,9.56,-116,-106.3,-9.51,1.064,102.7,17.68,1.999,"2023-08-22 19:14:00",106.7,1.932,2.188,1.551,54.79,60.49,50.53,577.3,0
"2023-08-22 21:00:00",126,-1.104,-0.619,-2.864,-110.8,6.899,-114.7,-103.6,-9.34,0.91,116.6,15.8,1.609,"2023-08-22 20:28:00",122.2,1.949,2.309,1.176,63.86,69.02,56.35,577.4,0
"2023-08-22 22:00:00",127,-1.57,-0.748,-2.559,-110.4,5.741,-111.6,-102.7,-8.36,0.187,123.2,16.96,1.011,"2023-08-22 21:25:00",105.5,1.414,1.874,1.196,65.11,67.77,60.76,577.6,0
"2023-08-22 23:00:00",128,-4.475,-0.915,-22.68,-109.4,3.656,-107.2,-102.4,-4.337,0.12,250.6,29.1,0.882,"2023-08-22 22:33:00",285.7,1.498,1.864,1.035,43.48,60.29,32.45,577.6,0
"2023-08-23 00:00:00",129,-1.75,129.9,-66.21,-114.5,-5.925,-107.3,-102.3,-3.735,0.409,290.4,25.68,1.022,"2023-08-22 23:10:00",271.1,1.914,2.239,1.358,27.25,32.47,23.4,577.6,0
"2023-08-23 01:00:00",130,-1.056,-0.353,-2.934,-121.7,-8.18,-111.8,-104.6,-4.239,0.991,270.9,11.73,2.269,"2023-08-23 00:47:00",265.2,1.551,1.896,1.147,25.37,28.67,20.35,577.1,0
"2023-08-23 02:00:00",131,-0.309,-0.074,-0.62,-140.4,-16.45,-122.9,-115.9,-6.256,3.489,266.7,8.26,4.795,"2023-08-23 01:53:00",278.2,1.427,2.106,0.772,22.05,26.76,17.08,576.6,0
"2023-08-23 03:00:00",132,-0.269,-0.134,-0.49,-150.3,-14.11,-134.7,-125.3,-8.43,4.96,260.7,12.24,6.238,"2023-08-23 02:11:00",267.8,1.726,2.46,0.711,17.52,25.72,14.44,576.3,0
"2023-08-23 04:00:00",133,-0.202,0.054,-0.452,-146.1,-13.21,-130.9,-122,-8.45,4.927,257.8,12.14,6.071,"2023-08-23 03:58:00",265,0.893,2.046,-0.178,21.12,27.12,15.55,575.9,0
"2023-08-23 05:00:00",134,-0.228,0.053,-0.518,-145.8,-11,-130.5,-122.3,-8.09,5.973,264.9,10.57,6.986,"2023-08-23 04:50:00",258.3,0.076,0.832,-0.988,26.15,28.64,23.08,576.2,0
