"TOA5","GlacioClim_bo_Plataforma_Mto","CR1000X","21070","CR1000X.Std.04.02","CPU:PLATAFORMA_V1.CR1X","34573","Plataforma_Hora"
"TIMESTAMP","RECORD","Prom_rad_albedo","Max_rad_albedo","Min_rad_albedo","Max_rad_TOTAL_sup","Max_rad_TOTAL_inf","Max_rad_neta_TOTAL","Max_rad_neta_TOTAL_onda_larga","Max_rad_neta_TOTAL_onda_corta","Vel_V_prom","Dir_V_prom","Desv_estandar_Dir_V","Max_Vel_V","Hora_Max_Vel_V","Muestra_de_Dir_V_en_Max_Vel_V","Prom_Temp_aire","Max_Temp_aire","Min_Temp_aire","Prom_RH","Max_RH","Min_RH","Presion_Barometrica","Total_precipitacion"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","m/s","Deg","Deg","m/s","m/s","Grados","Deg C","Deg C","Deg C","%","%","%","mbar","mm"
"","","Avg","Max","Min","Max","Max","Max","Max","Max","WVc","WVc","WVc","Max","TMx","SMM","Avg","Max","Min","Avg","Max","Min","Smp","Tot"
"2023-08-30 22:00:00",319,-0.71,-0.231,-1.433,-106.4,-1.237,-99.3,-92.2,-5.643,2.446,263.2,58.61,4.049,"2023-08-30 21:38:00",279.3,4.537,4.976,3.936,42.79,50.18,35.36,578.8,0
"2023-08-30 23:00:00",320,-0.457,-0.232,-0.721,-105.8,-5.359,-99.7,-91.8,-7.068,3.497,264.8,15.3,5.828,"2023-08-30 22:51:00",267.1,4.597,4.976,4.108,44.38,49.13,41.61,578.8,0
"2023-08-31 00:00:00",321,-0.303,-0.182,-0.449,-114.8,-8.1,-106.5,-98.1,-7.243,3.933,260.6,15.95,5.738,"2023-08-30 23:06:00",269.5,4.534,4.775,3.946,40.11,43.97,35.07,578.7,0
"2023-08-31 01:00:00",322,-0.326,-0.039,-0.665,-117.7,-7.675,-107.5,-99,-7.131,3.944,264.9,15.09,5.205,"2023-08-31 00:25:00",260.6,4.028,4.542,3.32,37.73,43.9,32.82,578.3,0
"2023-08-31 02:00:00",323,-0.272,-0.083,-0.354,-123,-11.3,-110.3,-102.3,-7.429,3.391,257.8,9.9,4.307,"2023-08-31 01:14:00",255.7,4.198,4.452,3.623,30.22,39.74,21.54,577.9,0
"2023-08-31 03:00:00",324,-0.24,-0.078,-0.457,-123,-12.05,-110.5,-102.4,-7.11,3,267.5,8.97,3.536,"2023-08-31 02:44:00",263,3.072,4.462,2.532,29.31,32.87,21.96,577.5,0
"2023-08-31 04:00:00",325,-0.354,-0.141,-0.55,-117.1,-11.95,-102.4,-95.3,-6.666,2.501,261.9,16.51,3.45,"2023-08-31 03:08:00",272.2,2.42,3.036,2.077,26.45,32.14,21.5,577.2,0
"2023-08-31 05:00:00",326,-1.235,-0.43,-2.815,-107.8,-3.96,-98.7,-90.6,-5.845,0.826,143.2,67.62,1.988,"2023-08-31 04:55:00",146.9,2.176,3.118,1.277,26.51,29.24,21.28,577.1,0
"2023-08-31 06:00:00",327,-1.042,-0.572,-1.954,-107.9,-8.77,-97.4,-88.2,-7.173,0.859,130.8,19.97,1.375,"2023-08-31 05:09:00",131.5,2.222,2.744,1.966,28.46,30.16,24.48,577.3,0
"2023-08-31 07:00:00",328,-1.463,25.65,-50.33,-82.6,-2.917,-79.2,-86.9,10.71,0.937,103.6,17.78,2.208,"2023-08-31 06:51:00",120.5,0.927,2.056,-2.142,36.78,67.38,29.91,577.8,0
"2023-08-31 08:00:00",329,0.232,0.422,0.17,143,47.84,96.5,-89.1,216.6,1.031,104.5,31.26,2.342,"2023-08-31 07:49:00",102,2.975,5.824,-1.879,34.67,53.52,28.62,578.3,0
"2023-08-31 09:00:00",330,0.188,0.233,0.173,407.8,128.6,279.2,-66.44,427,3.415,96.4,14.98,4.472,"2023-08-31 08:22:00",97.9,1.482,3.218,0.024,75.9,83.7,47.01,579.6,0
"2023-08-31 10:00:00",331,0.174,0.18,0.168,624.7,186.4,438.3,-148.3,614.7,3.701,93.3,15.63,4.43,"2023-08-31 09:05:00",75.54,4.446,5.411,2.926,68.44,72.65,65.68,579.8,0
"2023-08-31 11:00:00",332,0.169,0.172,0.165,811,236.7,574.8,-177.4,771.5,4.596,86.5,14.1,6.925,"2023-08-31 10:59:00",77.68,6.79,8.29,5.057,56.74,68.07,47.88,579.8,0
"2023-08-31 12:00:00",333,0.165,0.168,0.162,920,264.3,661.8,-194,865,7.788,82.4,7.162,8.85,"2023-08-31 11:34:00",80.5,8.37,9.15,6.895,59.96,63.93,52,579.6,0
"2023-08-31 13:00:00",334,0.162,0.166,0.154,1163,299.5,866,-126.7,1033,8.7,85.5,8.22,10.32,"2023-08-31 12:59:00",75.18,8.58,9.44,6.753,59.88,65.54,53.37,579.3,0
"2023-08-31 14:00:00",335,0.162,0.164,0.156,1101,288.7,812,-103.8,993,9.28,84.2,7.56,10.34,"2023-08-31 13:07:00",80.9,8.01,9.01,6.854,56.88,61.27,51.96,579,0
"2023-08-31 15:00:00",336,0.162,0.166,0.158,1032,277.9,760,-91.6,923,8.35,84.4,6.015,9.31,"2023-08-31 14:55:00",75.91,7.147,8.39,6.158,58.03,61.88,52.67,578.3,0
"2023-08-31 16:00:00",337,0.165,0.17,0.144,862,231,631.1,-141.7,787.6,8.29,86.5,7.501,9.57,"2023-08-31 15:19:00",97,6.241,7.5,5.442,64.68,72.96,57.66,578.1,0
"2023-08-31 17:00:00",338,0.169,0.181,0.155,557.1,167.3,389.8,-95.5,538.5,7.947,87.2,8.03,9.31,"2023-08-31 16:23:00",98.1,4.413,5.643,3.804,77.44,82.6,72.39,578.1,0
"2023-08-31 18:00:00",339,0.186,0.245,0.145,199.9,77.28,122.7,-38.3,246.3,7.374,97,12.46,8.24,"2023-08-31 17:58:00",103.5,2.754,4.118,1.906,82.1,86.1,74.51,577.3,0
"2023-08-31 19:00:00",340,0.092,12.27,-9.14,-2.071,13.92,-10.81,-10.25,13.5,6.162,100.9,10.33,8.75,"2023-08-31 18:03:00",104.1,1.639,2.138,0.944,85.1,87.4,81.8,577.3,0
"2023-08-31 20:00:00",341,-0.361,-0.131,-1.56,-3.541,8.66,-12.2,-11.15,-0.956,3.87,101.2,17.37,5.563,"2023-08-31 19:07:00",118.8,1.118,1.541,0.752,86.3,87.3,84.3,577.9,0
"2023-08-31 21:00:00",342,-0.757,-0.128,-3.046,-2.473,10.46,-10.83,-10.06,-0.697,3.175,108.8,15.46,4.395,"2023-08-31 20:55:00",130.6,0.666,0.934,0.428,88,88.5,86.7,578.3,0
"2023-08-31 22:00:00",343,-0.648,-0.274,-1.297,-22.59,9.52,-31.87,-28.47,-2.638,3.073,113.5,42.1,5.036,"2023-08-31 21:11:00",126,1.766,2.926,0.61,76.13,87.6,61.08,578.4,0
"2023-08-31 23:00:00",344,-2.937,29.18,-145.9,-1.46,9,-8.71,-7.668,-0.805,1.72,68.32,54.11,3.193,"2023-08-31 22:44:00",81.6,0.886,1.986,0.378,83.6,87,73.69,578.5,0
"2023-09-01 00:00:00",345,-1.109,41.83,-21.19,-8.9,8.68,-17.29,-14.74,-2.276,1.152,94.4,32.34,3.146,"2023-08-31 23:26:00",117.1,0.255,0.428,0.074,86.7,87.3,85.8,578.4,0
"2023-09-01 01:00:00",346,-1.046,-0.225,-3.641,-1.552,9.54,-10,-9.21,-0.737,2.071,96.6,13.7,3.067,"2023-09-01 00:08:00",107.6,0.391,0.59,0.185,87.3,87.7,86.7,578.1,0
"2023-09-01 02:00:00",347,-0.631,0.026,-1.945,-1.403,8.4,-9.62,-8.88,-0.616,3.482,92.2,11.52,5.103,"2023-09-01 02:00:00",95.2,0.18,0.346,0.003,88.3,88.6,87.7,577.7,0
"2023-09-01 03:00:00",348,-0.606,0.036,-1.674,-1.554,10.08,-8.96,-8.35,-0.508,3.78,104.7,14.6,5.225,"2023-09-01 03:00:00",103.7,0.065,0.307,-0.28,87.6,88.7,86.4,577.2,0
"2023-09-01 04:00:00",349,-0.331,0.012,-0.898,-8.55,6.423,-14.42,-12.94,-1.088,2.585,94.8,18.49,5.339,"2023-09-01 03:07:00",103.6,-0.273,0.368,-0.684,88,88.7,86.5,576.8,0
"2023-09-01 05:00:00",350,-0.938,-0.326,-1.917,-76.76,8.31,-80.5,-72.92,-7.176,1.888,92,40.62,5.611,"2023-09-01 04:04:00",111.9,1.105,1.884,-0.644,54.49,88.6,43.8,576.7,0
"2023-09-01 06:00:00",351,-0.936,-0.317,-2.623,-50.29,2.514,-52.8,-49.07,-3.239,0.432,1.892,56.67,1.316,"2023-09-01 05:29:00",119.4,"NAN","NAN","NAN",85.3,87,80.7,576.9,0
"2023-09-01 07:00:00",352,-0.33,39.18,-25.61,14.2,9.77,4.436,-13.17,19.14,0.792,132.5,82.7,1.952,"2023-09-01 06:44:00",246.3,-1.327,-0.948,-1.738,85.6,88.4,76.14,577.3,0
"2023-09-01 08:00:00",353,0.202,0.336,0.139,253.1,68.33,185.2,-24.21,287.9,1.091,97.2,69.3,2.762,"2023-09-01 07:51:00",113.2,0.897,4.028,-1.505,77.26,87.6,58.87,577.7,0
"2023-09-01 09:00:00",354,0.161,0.169,0.143,526.6,137.1,389.5,-102.5,514.4,2.125,89.8,38.5,4.421,"2023-09-01 08:55:00",73.02,4.752,5.805,3.876,57.17,66.43,50.31,579,0
"2023-09-01 10:00:00",355,0.163,0.17,0.151,715.7,196.8,519.8,-103.1,670.9,2.785,81.5,24.05,4.271,"2023-09-01 09:15:00",71.54,4.322,5.421,3.442,66.45,72.02,60.6,579.7,0
"2023-09-01 11:00:00",356,0.158,0.168,0.15,929,236.5,692.5,-86.4,811,2.423,84.5,27.38,3.525,"2023-09-01 10:32:00",89,5.777,6.875,4.411,67.68,70.64,63.04,579.5,0
"2023-09-01 12:00:00",357,0.157,0.182,0.14,1140,290.1,850,-28.96,985,3.785,82.4,14.6,5.697,"2023-09-01 11:58:00",74.54,5.252,7.198,3.118,74.82,85.2,64.57,579.2,0
"2023-09-01 13:00:00",358,0.173,0.191,0.156,249.8,71.88,179.3,-23.31,219.5,5.171,82.1,8.46,6.546,"2023-09-01 12:31:00",78.14,3.26,3.704,2.896,85.7,86.4,84.8,578.7,0
"2023-09-01 14:00:00",359,0.161,0.178,0.148,1139,228.4,911,-22.15,965,5.224,85.7,11.57,7.696,"2023-09-01 13:58:00",100.3,3.368,5.078,2.288,85.8,87.3,82.2,578,0
"2023-09-01 15:00:00",360,0.157,0.175,0.151,808,194.3,614,-31.81,702,4.501,90,14.11,7.123,"2023-09-01 14:01:00",72.48,3.612,5.371,2.836,84.8,86.5,82.1,577.4,0
"2023-09-01 16:00:00",361,0.169,0.188,0.147,478.6,138.3,345.9,-25.62,451.6,5.216,81.4,8.55,6.759,"2023-09-01 15:16:00",97.1,3.575,5.684,2.836,85.8,87.4,79.54,577.2,0
"2023-09-01 17:00:00",362,0.175,0.196,0.155,425.4,117.6,307.7,-24.86,369.3,3.12,86.4,11.02,4.931,"2023-09-01 16:06:00",79.11,3.152,3.674,2.43,86.8,87.6,85.3,577.3,0
"2023-09-01 18:00:00",363,0.198,0.356,0.139,120.5,45.47,75,-22.5,103.4,2.409,97,24.95,4.34,"2023-09-01 17:21:00",99.3,1.972,2.411,1.773,87.4,87.8,86.2,576.1,0
"2023-09-01 19:00:00",364,-8.48,4.38,-421,-14.59,12.6,-21.43,-18.79,11.46,2.047,101.6,21.31,3.758,"2023-09-01 18:08:00",112.8,1.625,2.046,1.217,87.4,88.2,86.2,576.5,0
"2023-09-01 20:00:00",365,-0.659,-0.341,-1.524,-42.52,5.868,-47.03,-43.05,-3.594,1.904,95.9,22.42,4.75,"2023-09-01 19:55:00",116.1,1.141,1.672,1.014,88.1,88.8,85.7,576.8,0
"2023-09-01 21:00:00",366,-0.787,-0.349,-1.322,-43.24,5.566,-48.79,-43.05,-5.015,1.49,95.8,36.27,3.149,"2023-09-01 20:13:00",93.9,1.638,1.854,1.439,86.4,86.9,86,577.2,0
"2023-09-01 22:00:00",367,-0.559,10.06,-15.06,0.636,3.827,-2.931,-2.388,-0.489,1.038,99.9,21.48,2.414,"2023-09-01 22:00:00",89.3,1.049,1.48,0.388,87.6,88.4,87,577.4,0
"2023-09-01 23:00:00",368,-0.565,15.36,-36.09,0.174,4.154,-3.155,-2.783,-0.109,1.088,100.4,37.19,2.527,"2023-09-01 22:06:00",107.8,0.727,0.914,0.57,88.9,89.1,88.5,577.6,0
"2023-09-02 00:00:00",369,-0.511,0.484,-4.749,-0.263,6.273,-4.422,-4.118,-0.193,1.502,101,46.28,2.622,"2023-09-02 00:00:00",282.2,0.511,0.813,0.185,89.1,89.3,89,577.4,0
"2023-09-02 01:00:00",370,-1.1,-0.234,-3.833,-1.122,7.337,-7.524,-6.817,-0.659,1.273,123.4,92,3.406,"2023-09-02 01:00:00",278.3,0.268,0.508,0.064,89.4,89.5,89.3,577.1,0
"2023-09-02 02:00:00",371,-1.008,-0.099,-2.465,-3.099,8.22,-5.54,-4.105,-0.77,6.872,276.5,7.776,9.74,"2023-09-02 01:38:00",273.6,0.266,0.873,-0.249,87,89.5,85.5,576.4,0
"2023-09-02 03:00:00",372,-0.361,0.038,-1.199,-37.68,4.092,-38.16,-35.23,-2.406,5.583,268.6,15.43,9.78,"2023-09-02 02:20:00",259.8,0.337,0.722,-0.198,86.4,87.3,85.4,576.7,0
"2023-09-02 04:00:00",373,-0.443,-0.114,-0.796,-24.64,1.224,-24.96,-23.51,-1.454,1.886,264.2,32.16,5.019,"2023-09-02 03:57:00",278,0.595,0.823,0.388,86.4,86.8,85.5,576.4,0
"2023-09-02 05:00:00",374,-0.237,0.147,-0.646,-62.24,-1.57,-59.95,-56.94,-2.566,3.565,263.3,18.33,5.576,"2023-09-02 04:15:00",284.8,0.548,1.147,0.195,86.1,86.8,83.5,576.1,0
"2023-09-02 06:00:00",375,-0.688,-0.411,-1.332,-75.35,-1.484,-72.09,-66.25,-4.648,1.767,227.9,64.93,3.819,"2023-09-02 05:13:00",263.1,0.49,0.792,0.145,85,86.4,83,576.3,0
"2023-09-02 07:00:00",376,-0.615,2.433,-12.63,-73.61,-1.457,-72.15,-68.66,12.67,3.916,265.3,13.77,6.721,"2023-09-02 06:55:00",286,0.554,0.914,0.165,83.2,85.6,80.9,576.4,0
"2023-09-02 08:00:00",377,0.227,0.302,0.174,213.8,52.64,161.5,-79.45,247.5,5.572,270.9,9.67,8.32,"2023-09-02 07:23:00",275.2,"NAN","NAN","NAN",81.5,85.2,78.17,576.8,0
"2023-09-02 09:00:00",378,0.159,0.173,0.152,429,92.5,336.6,-91,434.9,4.714,272.6,10.79,7.306,"2023-09-02 08:11:00",280.6,2.351,3.25,1.642,77.14,80.7,73.26,577.8,0
"2023-09-02 10:00:00",379,0.152,0.156,0.148,655.5,158.3,497.3,-92.1,651,2.087,341.8,57.97,6.043,"2023-09-02 09:02:00",274,4.778,6.764,3.068,72.1,78.85,63.99,578.3,0
"2023-09-02 11:00:00",380,0.155,0.159,0.148,887,232,654.7,-130.1,830,2.696,71.3,31.22,3.737,"2023-09-02 10:39:00",66.46,7.25,8.78,5.078,65.78,76.46,60.35,578.2,0
"2023-09-02 12:00:00",381,0.155,0.162,0.134,1189,297.3,892,-132.5,1059,3.199,75.29,27.75,5.37,"2023-09-02 11:51:00",76.39,9.46,11.29,7.5,58.18,66.69,51.95,577.9,0
"2023-09-02 13:00:00",382,0.154,0.161,0.146,1190,300.4,890,-69.18,1055,5.136,82.2,8.56,6.499,"2023-09-02 12:54:00",78.02,6.793,8.28,5.562,72.92,80.2,63.1,577.5,0
"2023-09-02 14:00:00",383,0.157,0.175,0.149,614.6,165,449.6,-44.03,548.7,4.733,82.7,8.1,5.803,"2023-09-02 13:02:00",70.35,5.451,6.29,4.149,80.4,85.3,76.64,576.9,0
"2023-09-02 15:00:00",384,0.166,0.187,0.149,269.2,85.8,183.7,-33.9,255.7,4.197,86.1,10.47,5.913,"2023-09-02 14:34:00",78.59,3.95,4.411,3.299,85.3,86.4,83.5,576.3,0
"2023-09-02 16:00:00",385,0.168,0.183,0.154,251.3,80.2,171.1,-30.9,233.8,4.397,86.5,9.68,5.428,"2023-09-02 15:23:00",83.6,3.89,4.411,3.098,85.4,86.5,83.9,576,0
"2023-09-02 17:00:00",386,0.175,0.193,0.154,133.3,52.13,81.2,-23.59,134.3,4.728,83.3,8.16,6.177,"2023-09-02 16:22:00",77.62,3.114,3.684,2.674,86.4,87.1,85.4,576.3,0
"2023-09-02 18:00:00",387,0.189,0.22,0.175,91.5,41,51.45,-16.26,87.2,3.795,86.4,10.14,4.972,"2023-09-02 17:02:00",92.5,2.587,2.997,2.228,87,87.7,86.4,575.5,0
"2023-09-02 19:00:00",388,-0.321,5.405,-6.305,8.91,16.3,-7.388,-10.11,8.95,4.26,95.7,16.34,6.04,"2023-09-02 18:34:00",91.5,2.057,2.43,1.763,87.7,88.2,86.1,575.6,0
"2023-09-02 20:00:00",389,-0.965,0.316,-21.5,-0.454,11.57,-7.954,-7.542,-0.374,4.549,103.8,12.23,6.197,"2023-09-02 19:12:00",114.4,1.954,2.34,1.763,88.1,88.5,87.4,575.9,0
"2023-09-02 21:00:00",390,-0.75,0.662,-7.815,-0.572,8.46,-6.772,-6.439,-0.232,3.78,101.7,33.03,5.058,"2023-09-02 20:05:00",117.9,1.976,2.178,1.672,88.7,89,88.3,576.4,0
"2023-09-02 22:00:00",391,-0.166,0.227,-0.923,-4.034,8.41,-12.4,-11.46,-0.895,4.364,274.4,18.77,7.938,"2023-09-02 21:56:00",268.1,1.28,1.682,0.813,82.7,89.1,68.71,576.6,0
"2023-09-02 23:00:00",392,-0.219,0.317,-0.838,-45.19,-0.265,-43.68,-40.59,-2.964,4.712,271,13.38,6.945,"2023-09-02 22:35:00",279.8,1.728,1.925,1.39,45.3,69.44,36.31,576.7,0
"2023-09-03 00:00:00",393,-0.316,-0.165,-0.641,-76.54,-3.024,-72.15,-66.61,-4.702,3.949,275.2,17.62,5.45,"2023-09-02 23:26:00",267.6,1.223,1.662,0.651,43.86,48.38,39.19,576.6,0
"2023-09-03 01:00:00",394,-0.66,-0.12,-1.532,-73.57,0.082,-73,-66.4,-4.928,2.124,243.8,54.69,4.054,"2023-09-03 00:10:00",260.5,0.71,1.156,0.236,48.62,59.61,40.63,576.1,0
"2023-09-03 02:00:00",395,-1.184,-0.503,-2.358,-45.66,1.176,-46.84,-42.18,-4.526,0.903,100.5,49.79,2.212,"2023-09-03 01:01:00",108.1,0.788,1.186,0.56,59.56,62.68,57.81,575.9,0
"2023-09-03 03:00:00",396,3.876,272,-78.72,-5.305,5.471,-9.08,-8.29,-0.777,1.571,96.5,23.11,3.982,"2023-09-03 02:47:00",121,0.719,0.975,0.448,69.73,82.3,59.02,575.8,0
"2023-09-03 04:00:00",397,-0.493,-0.073,-1.197,-4.548,5.225,-9.14,-8.39,-0.684,2.212,107.7,18.33,4.501,"2023-09-03 03:23:00",106.9,0.745,0.954,0.438,83.9,87,79.7,575.7,0
"2023-09-03 05:00:00",398,-0.748,-0.214,-1.695,-8.31,5.438,-13.57,-12.05,-1.295,2.578,108.2,15.99,3.551,"2023-09-03 04:48:00",81.8,0.687,0.813,0.388,85.3,86.3,79.93,575.5,0
"2023-09-03 06:00:00",399,-4.831,0.261,-93.6,-0.314,4.508,-1.183,-0.609,-0.38,2.094,114.3,80.3,3.907,"2023-09-03 05:10:00",105.6,0.406,0.842,-0.118,86.4,87.4,85.6,575.9,0
"2023-09-03 07:00:00",400,0.398,2.791,-10.67,8.09,10.22,0.264,-0.084,2.269,2.446,114.4,46.8,4.248,"2023-09-03 06:48:00",76.77,-0.599,0.074,-1.312,88,88.6,87.3,575.9,0
"2023-09-03 08:00:00",401,0.724,0.892,0.563,32.08,25.06,10.5,-1.756,19.25,7.648,279.4,35.04,13.89,"2023-09-03 07:09:00",279.8,-0.553,0.934,-1.596,84.4,88.6,74.77,576.3,0
"2023-09-03 09:00:00",402,0.486,0.613,0.352,518.6,234.1,308.1,-12.25,396.3,3.362,319.4,94.6,7.719,"2023-09-03 08:21:00",286.6,1.198,3.32,-0.502,80.1,84.4,73.62,577.5,0
"2023-09-03 10:00:00",403,0.238,0.348,0.156,771.6,210.7,614.3,-82.5,734.3,2.495,87.8,43.74,5.757,"2023-09-03 09:18:00",99.5,3.615,5.098,1.925,81.9,86,72.24,578,2.286
"2023-09-03 11:00:00",404,0.147,0.171,0.136,900,172.3,727.9,-24.46,839,4.302,86.8,13.82,5.731,"2023-09-03 10:47:00",82,3.388,4.896,2.37,83.9,87,76.88,578,0.508
"2023-09-03 12:00:00",405,0.156,0.181,0.139,1288,245.2,1043,-13.39,1085,3.742,87,14.16,5.699,"2023-09-03 11:15:00",78.43,2.159,3.32,1.48,87.1,88,85.5,578.1,0.254
"2023-09-03 13:00:00",406,0.146,0.187,0.113,1011,192,819,-10.48,870,4.379,92,11.47,6.047,"2023-09-03 12:02:00",79.64,2.563,3.654,1.773,86.5,88,84.6,577.7,0
"2023-09-03 14:00:00",407,0.14,0.17,0.113,937,175.4,761.9,-6.771,823,3.268,100.7,41.35,5.209,"2023-09-03 13:23:00",98.8,2.426,3.744,1.076,87,87.7,86.1,577,0.254
"2023-09-03 15:00:00",408,0.147,0.18,0.135,1182,219.5,962,-26.91,1035,3.75,88.2,14.26,5.707,"2023-09-03 14:17:00",100,4.082,5.018,2.997,85.5,87.2,82.9,576.4,0
"2023-09-03 16:00:00",409,0.163,0.184,0.138,381.8,94.3,290,-25.95,383.5,4.848,88.7,11.9,6.978,"2023-09-03 15:45:00",82.2,3.301,4.219,2.664,86.7,87.5,83.6,576.4,0
"2023-09-03 17:00:00",410,0.161,0.184,0.136,273.4,75.33,198.1,-23.72,245.4,3.572,85.3,28.44,5.903,"2023-09-03 16:18:00",95.4,2.735,2.997,2.218,87,87.4,86,576.4,0
"2023-09-03 18:00:00",411,0.166,0.202,0.143,110.2,38.12,72.42,-17,129.3,2.116,76.82,46.21,4.621,"2023-09-03 17:36:00",78.78,2.281,2.633,1.824,87.5,87.9,87.1,575.9,0
"2023-09-03 19:00:00",412,-0.157,4.767,-3.95,14.39,17.57,-0.412,-7.07,37.16,3.003,88.3,11.33,4.903,"2023-09-03 18:54:00",76.71,1.785,2.067,1.53,88.5,89,87.8,576.4,0
"2023-09-03 20:00:00",413,9.36,590.2,-5.685,-0.642,8.74,-6.046,-5.786,-0.214,2.86,96.9,22.08,4.704,"2023-09-03 19:47:00",89,1.574,1.906,1.268,89.1,89.4,88.9,577,0
"2023-09-03 21:00:00",414,-0.841,0.822,-3.132,-6.841,11.69,-11.86,-10.82,-0.381,6.763,297.4,43.08,12.94,"2023-09-03 20:56:00",282.8,3.565,4.694,0.894,67.06,90.3,54.14,577.5,0
"2023-09-03 22:00:00",415,-0.095,0.421,-0.315,-25.76,0.425,-26.18,-24.33,-1.423,6.855,280.9,11.32,11.79,"2023-09-03 21:05:00",275.7,1.917,3.036,1.116,71.27,81.2,54,577.9,0
"2023-09-03 23:00:00",416,-0.3,-0.227,-0.423,-84.6,-5.282,-78.66,-73.6,-4.879,5.641,269.6,14.21,8.63,"2023-09-03 22:24:00",269.3,0.761,1.086,0.57,44.33,55.77,38.82,578,0
"2023-09-04 00:00:00",417,-0.44,-0.091,-1.031,-112.6,-4.949,-107.3,-99.6,-7.013,3.672,300.5,59.62,7.719,"2023-09-03 23:22:00",296.9,1.26,2.502,0.59,48.96,57.53,26.16,578.2,0
"2023-09-04 01:00:00",418,-0.611,-0.031,-3.016,-120.2,-3.165,-113.8,-105.2,-7.634,5.353,289.6,42.48,9.05,"2023-09-04 00:34:00",296.5,1.812,2.754,0.651,30.11,60.47,18.9,577.8,0
"2023-09-04 02:00:00",419,-0.273,-0.04,-0.921,-116.4,-11.82,-100.3,-92.7,-6.507,5.674,277.7,21.34,10.07,"2023-09-04 01:15:00",266.2,1.788,2.45,1.258,21.77,25.26,16.23,577.7,0
"2023-09-04 03:00:00",420,-0.387,-0.137,-0.851,-120.1,-9.7,-109.3,-100.3,-7.785,2.658,268.1,59.69,5.954,"2023-09-04 02:15:00",279.4,0.826,1.52,0.286,27.79,31.98,21.76,577.5,0
"2023-09-04 04:00:00",421,-0.57,-0.161,-1.563,-118.2,-6.723,-107.7,-97.7,-8.38,2.998,267.2,83.6,5.883,"2023-09-04 03:53:00",280.7,0.26,0.68,-0.28,26.43,34.23,17.88,577.5,0
"2023-09-04 05:00:00",422,-0.29,-0.044,-0.597,-140.6,-14,-124.1,-114.3,-8.6,3.85,250,13.38,6.016,"2023-09-04 04:40:00",254.1,0.106,0.59,-0.614,21.64,31.96,17.16,577.5,0
"2023-09-04 06:00:00",423,-0.215,0.159,-0.386,-141.9,-12.23,-128.9,-120.2,-8.23,4.357,264.5,10.59,5.068,"2023-09-04 05:14:00",270.4,-1.337,0.368,-2.021,26.13,34.93,18.63,577.8,0
"2023-09-04 07:00:00",424,1.144,71.79,-3.708,-124,-10.07,-113.1,-120.4,8.13,4.37,258.3,12.34,5.844,"2023-09-04 06:03:00",259.1,-1.618,-1.232,-2.386,24.71,33.29,20.4,578.3,0
"2023-09-04 08:00:00",425,0.185,0.322,0.153,182,52.96,129.1,-121.1,271.5,2.843,264.9,13.17,4.645,"2023-09-04 07:10:00",270.7,0.665,1.996,-1.697,18.01,29.53,13.27,578.6,0
"2023-09-04 09:00:00",426,0.17,0.181,0.146,449.8,114.1,336.5,-137.9,509.8,3.475,252.6,16.59,5.442,"2023-09-04 08:19:00",243.6,3.353,4.976,1.763,9.83,18.71,7.4,579.8,0
"2023-09-04 10:00:00",427,0.159,0.164,0.156,699.7,174.5,530.3,-172.9,724.5,3.821,270.8,21.8,7.481,"2023-09-04 09:54:00",277.2,5.551,6.038,4.754,9.53,12.41,7.056,580,0
"2023-09-04 11:00:00",428,0.155,0.158,0.152,847,226.6,630.5,-197,851,4.908,292.4,16.85,7.822,"2023-09-04 10:21:00",287.5,6.853,7.722,6.076,11.3,23.95,8.75,580.2,0
"2023-09-04 12:00:00",429,0.16,0.165,0.156,929,269.2,670.6,-214.5,910,5.29,285.3,18.56,9.62,"2023-09-04 11:19:00",300.2,7.993,9.6,7.157,10.41,13.62,7.861,579.8,0
"2023-09-04 13:00:00",430,0.163,0.166,0.157,988,284.2,709.4,-211.6,923,5.684,47.53,77.7,10.19,"2023-09-04 12:14:00",283.8,8.41,9.39,6.714,40.56,61.54,8.97,579.5,0
"2023-09-04 14:00:00",431,0.165,0.167,0.161,1090,305.7,787.5,-180.3,981,6.483,83.5,9.73,7.259,"2023-09-04 14:00:00",87.2,8.48,9.38,7.328,58.42,64.5,52.75,579.1,0
"2023-09-04 15:00:00",432,0.163,0.166,0.16,1001,288.7,715,-171.9,903,6.235,83.9,8.55,7.098,"2023-09-04 14:03:00",79.48,8.43,9.32,7.782,59.54,62.74,56.81,578.8,0
"2023-09-04 16:00:00",433,0.161,0.164,0.158,890,252.8,637,-142.9,807,5.943,83.8,7.108,6.966,"2023-09-04 15:21:00",79.51,7.391,8.22,6.542,65.32,71.79,60.28,578.5,0
"2023-09-04 17:00:00",434,0.163,0.173,0.149,700.8,197.3,507.6,-106.2,628.5,5.515,83.9,7.933,6.393,"2023-09-04 16:03:00",78.62,6.099,7.006,5.19,74.47,79.1,68.81,578.8,0
"2023-09-04 18:00:00",435,0.18,0.213,0.142,336.8,116.2,220.6,-32.47,331.9,4.002,83.9,8.74,4.693,"2023-09-04 17:43:00",86.8,4.239,5.744,3.26,80.9,84.6,75.6,578.3,0
"2023-09-04 19:00:00",436,-0.097,7.554,-10.41,14.83,30.28,-15.44,-19.17,22.32,4.844,89.4,10.58,5.931,"2023-09-04 18:33:00",83,2.714,3.34,2.178,86.2,87,84.3,578.6,0
