"TOA5","GlacioClim_bo_Plataforma_Mto","CR1000X","21070","CR1000X.Std.04.02","CPU:PLATAFORMA_V1.CR1X","34573","Plataforma"
"TIMESTAMP","RECORD","Prom_rad_onda_corta_sup","Prom_rad_onda_corta_inf","Prom_rad_onda_larga_sup","Prom_rad_onda_larga_inf","Prom_rad_onda_larga_sup_corregida","Prom_rad_onda_larga_inf_corregida","Prom_rad_TOTAL_sup","Prom_rad_TOTAL_inf","Prom_rad_neta_TOTAL","Prom_rad_neta_TOTAL_onda_corta","Prom_rad_neta_TOTAL_onda_larga","Prom_rad_albedo","Vel_V_prom","Dir_V_prom","Desv_estandar_Dir_V","Prom_Temp_aire","Prom_Temp_CNR4","Prom_RH","Total_precipitacion","Dir_V","PB_mbar","V_bat_Min","PTemp_Avg"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","m/s","Deg","Deg","Deg C","Deg C","%","mm","Grados","mbar","Volts",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Smp","Smp","Min","Avg"
"2023-10-18 16:45:00",5959,129.9,24.25,-6.491,29.68,320.7,356.9,123.4,53.93,69.49,105.7,-36.17,0.187,6.03,86,6.102,2.592,2.443,87.1,0,91.36787,578.2614,13.09,12.08
"2023-10-18 17:00:00",5960,91.5,17.11,-5.242,26.04,320.5,351.7,86.2,43.15,43.09,74.37,-31.28,0.187,5.928,89.8,9.19,2.151,2.123,87.2,0,101.9604,578.0731,13.09,12.18
"2023-10-18 17:15:00",5961,80.6,14.71,-5.745,23.79,319.3,348.9,74.84,38.5,36.34,65.88,-29.54,0.183,5.858,94.5,8.54,1.846,1.987,87.1,0,83.56956,578.0731,13.13,11.97
"2023-10-18 17:30:00",5962,43.65,8.44,-3.772,20.57,319.7,344.1,39.88,29.02,10.86,35.21,-24.35,0.195,5.977,90.2,9.51,1.592,1.651,87.2,0,86.00478,578.0731,13.13,11.48
"2023-10-18 17:45:00",5963,41.46,7.928,-6.363,20.06,316.1,342.5,35.09,27.99,7.104,33.53,-26.42,0.193,5.426,91,10.19,1.405,1.436,87.4,0,81.8859,578.0731,13.13,11.02
"2023-10-18 18:00:00",5964,30.4,5.897,-10.15,18.6,312.5,341.3,20.25,24.49,-4.248,24.5,-28.75,0.201,4.801,90.7,10.79,1.565,1.479,86.7,0,88.09515,577.5124,13.13,10.64
"2023-10-18 18:15:00",5965,13.62,3.016,-11.84,16.38,310.8,339,1.785,19.39,-17.61,10.61,-28.21,0.222,4.019,85.1,7.006,1.474,1.464,87.1,0,93.30367,577.5124,13.13,10.33
"2023-10-18 18:30:00",5966,4.269,1.317,-16,14,305.8,335.8,-11.73,15.32,-27.05,2.952,-30,0.353,3.497,83.9,8.84,1.299,1.285,87.4,0,80.39849,577.5124,13.13,10.06
"2023-10-18 18:45:00",5967,0.22,0.47,-3.538,14.4,318,335.9,-3.318,14.87,-18.19,-0.25,-17.94,-1.541,3.74,91.1,9.91,1.155,1.233,87.7,0,96.93491,577.5124,13.13,9.81
"2023-10-18 19:00:00",5968,-0.656,0.294,-4.851,13.77,315.9,334.5,-5.507,14.06,-19.57,-0.95,-18.62,-0.534,3.788,99.8,8.34,0.955,1.066,87.8,0,101.898,577.7083,13.13,9.58
"2023-10-18 19:15:00",5969,-0.343,0.335,-1.274,12.32,319.5,333.1,-1.617,12.66,-14.28,-0.678,-13.6,-1.044,4.38,98.9,9.05,1.031,1.083,88.1,0,100.8216,577.7083,13.13,9.35
"2023-10-18 19:30:00",5970,-0.568,0.332,-7.778,12.08,312.8,332.7,-8.35,12.41,-20.76,-0.899,-19.86,-0.667,3.504,105.4,9.69,0.921,1.043,88.4,0,108.9791,577.7083,13.13,9.11
"2023-10-18 19:45:00",5971,-1.857,1.143,-36.02,10.6,283.7,330.3,-37.88,11.75,-49.62,-3,-46.62,-0.615,2.515,103.2,15.38,0.789,0.843,88.3,0,125.471,577.7083,13.13,8.87
"2023-10-18 20:00:00",5972,-3.282,1.628,-60.55,7.044,258.8,326.4,-63.83,8.67,-72.5,-4.91,-67.59,-0.517,2.279,103.1,12.89,1.08,0.769,86.4,0,119.6729,577.9258,13.13,8.64
"2023-10-18 20:15:00",5973,-5.148,2.796,-87.5,3.167,230.3,320.9,-92.6,5.963,-98.6,-7.944,-90.6,-0.545,1.896,98.4,13.06,1.122,0.421,86.2,0,116.069,577.9258,13.13,8.41
"2023-10-18 20:30:00",5974,-4.993,3.947,-87.1,1.537,230.1,318.7,-92.1,5.484,-97.6,-8.94,-88.6,-0.791,1.559,89.5,14.47,1.122,0.31,85.9,0,76.4604,577.9258,13.13,8.19
"2023-10-18 20:45:00",5975,-4.71,3.798,-85.6,1.091,230.3,317,-90.3,4.889,-95.2,-8.51,-86.7,-0.813,1.059,63.97,15.91,1.01,0.029,86.1,0,81.95919,577.9258,13.13,7.975
"2023-10-18 21:00:00",5976,-4.657,4.385,-85.8,0.46,229.8,316,-90.4,4.845,-95.3,-9.04,-86.2,-0.951,1.147,72.35,26.01,0.999,-0.055,86,0,98.03786,578.3061,13.13,7.763
"2023-10-18 21:15:00",5977,-4.014,4.621,-85.7,0.11,230.2,315.9,-89.7,4.731,-94.4,-8.63,-85.8,-1.22,1.316,127.8,17.89,1.232,0.006,85.3,0,164.7832,578.3061,13.13,7.547
"2023-10-18 21:30:00",5978,-3.503,4.756,-86.7,-1.16,231.4,317,-90.2,3.596,-93.8,-8.26,-85.5,-1.446,1.6,128.7,22.04,1.796,0.507,83,0,142.4397,578.3061,13.13,7.323
"2023-10-18 21:45:00",5979,-4.027,4.949,-86.3,-2.984,232.8,316.1,-90.3,1.965,-92.3,-8.98,-83.3,-1.233,1.379,122.6,18.83,1.887,0.716,82.1,0,162.6512,578.3061,13.13,7.094
"2023-10-18 22:00:00",5980,-3.098,3.338,-86.1,-3.239,234,316.8,-89.2,0.099,-89.3,-6.436,-82.8,-1.079,1.522,225.2,59.76,2.031,0.917,80.9,0,279.5088,578.6121,13.13,6.864
"2023-10-18 22:15:00",5981,-2.991,3.134,-74.38,-2.644,247.2,319,-77.37,0.49,-77.87,-6.125,-71.74,-1.128,2.238,260,21.86,1.949,1.258,82.6,0,262.6144,578.6121,13.13,6.63
"2023-10-18 22:30:00",5982,-3.813,1.936,-84.6,-4.82,241.3,321,-88.4,-2.883,-85.5,-5.749,-79.74,-0.686,4.598,271.6,8.68,2.463,2.156,81.2,0,290.9067,578.6121,13.13,6.392
"2023-10-18 22:45:00",5983,-4.3,1.592,-90.6,-5.22,235.5,320.8,-94.9,-3.629,-91.2,-5.891,-85.3,-0.376,6.035,268,11.71,2.337,2.195,81.6,0,257.4611,578.6121,13.13,6.144
"2023-10-18 23:00:00",5984,-4.35,1.506,-84.3,-5.689,242.3,321,-88.7,-4.183,-84.5,-5.856,-78.62,-0.347,4.62,264.6,6.314,2.468,2.324,81.2,0,271.1574,578.7164,13.13,5.888
"2023-10-18 23:15:00",5985,-3.442,1.546,-62.42,-4.291,264.3,322.5,-65.86,-2.744,-63.11,-4.989,-58.12,-0.452,2.851,260.6,12.97,2.492,2.345,81.2,0,253.1063,578.7164,13.13,5.643
"2023-10-18 23:30:00",5986,-2.769,0.983,-47.36,-2.458,278.6,323.5,-50.13,-1.474,-48.65,-3.753,-44.9,-0.396,2.872,261.4,10.55,2.189,2.17,82.2,0,276.7702,578.7164,13.13,5.421
"2023-10-18 23:45:00",5987,-1.684,1.262,-34.48,-1.329,292.5,325.7,-36.16,-0.068,-36.1,-2.946,-33.15,-0.843,2.797,269.5,15.74,2.409,2.395,81.4,0,274.8683,578.7164,13.13,5.218
"2023-10-19 00:00:00",5988,-4.253,0.916,-60.7,-3.71,265.1,322.1,-64.96,-2.794,-62.16,-5.169,-56.99,-0.247,0.952,33.21,91.6,2.132,2.146,82,0,25.24665,578.5412,13.13,5.035
"2023-10-19 00:15:00",5989,-3.573,1.901,-53.24,-1.33,268.1,320,-56.81,0.571,-57.38,-5.474,-51.91,-0.611,0.37,129.8,50,1.512,1.201,84,0,202.3414,578.5412,13.13,4.873
"2023-10-19 00:30:00",5990,-2.797,3.022,-73.04,-2.018,247.7,318.8,-75.83,1.004,-76.84,-5.819,-71.02,-1.123,2.032,261.1,22.67,1.741,1.077,84.3,0,261.7281,578.5412,13.13,4.728
"2023-10-19 00:45:00",5991,-4.316,2.911,-87.1,-5.33,236.7,318.5,-91.4,-2.419,-89,-7.227,-81.8,-0.689,2.284,271.8,18.43,2.258,1.73,84.1,0,255.2778,578.5412,13.13,4.592
"2023-10-19 01:00:00",5992,-4.809,2.693,-87.8,-6.577,235.7,317,-92.7,-3.885,-88.8,-7.502,-81.3,-0.56,1.889,268.3,15.86,2.158,1.668,84.5,0,264.6094,578.1837,13.13,4.461
"2023-10-19 01:15:00",5993,-4.406,1.765,-81.2,-5.856,241.5,316.8,-85.6,-4.091,-81.5,-6.171,-75.3,-0.41,2.404,271.6,8.96,1.828,1.483,84.8,0,276.6236,578.1837,13.12,4.338
"2023-10-19 01:30:00",5994,-4.673,2.071,-82.5,-6.175,239.6,315.9,-87.2,-4.104,-83.1,-6.743,-76.35,-0.443,1.803,232.2,71.76,1.639,1.354,85,0,143.8735,578.1837,13.13,4.217
"2023-10-19 01:45:00",5995,-3.457,2.339,-55.84,-4.041,263.8,315.6,-59.3,-1.702,-57.6,-5.796,-51.8,-0.823,0.485,80.7,58.37,1.457,0.833,84.7,0,354.3051,578.1837,13.13,4.099
"2023-10-19 02:00:00",5996,-1.224,2.32,-35.94,-0.063,283,318.9,-37.16,2.257,-39.42,-3.544,-35.88,-1.924,1.033,59.66,32.25,1.303,0.685,84.7,0,112.2212,578.0006,13.13,3.988
"2023-10-19 02:15:00",5997,-0.474,2.216,-22.16,1.674,297.6,321.4,-22.64,3.89,-26.53,-2.69,-23.84,-12.31,0.548,95.3,11.87,1.415,0.859,84.3,0,129.6206,578.0006,13.13,3.882
"2023-10-19 02:30:00",5998,-3.005,2.36,-63.42,-2.321,257,318.1,-66.43,0.039,-66.46,-5.365,-61.1,-0.997,0.947,113.5,34.12,1.542,0.995,84.1,0,278.3769,578.0006,13.13,3.78
"2023-10-19 02:45:00",5999,-4.416,2.239,-82.4,-4.74,235.2,312.8,-86.8,-2.501,-84.3,-6.654,-77.69,-0.517,0.527,273.1,44.54,1.1,0.391,85.2,0,105.1728,578.0006,13.13,3.681
"2023-10-19 03:00:00",6000,-2.128,2.44,-43.3,-0.872,273.2,315.7,-45.42,1.568,-46.99,-4.568,-42.42,-1.11,0.811,60.53,39.29,0.862,0.162,85.6,0,27.84633,577.6433,13.13,3.581
"2023-10-19 03:15:00",6001,-0.98,2.317,-41.83,1.104,274.3,317.2,-42.81,3.42,-46.23,-3.296,-42.93,-2.718,0.101,175.4,8.12,0.8,0.077,85.7,0,128.0993,577.6433,13.13,3.483
"2023-10-19 03:30:00",6002,-3.149,3.418,-72.79,-2.457,243.7,314.1,-75.94,0.961,-76.9,-6.567,-70.33,-1.264,1.137,111.4,12.09,1.047,0.159,85.4,0,115.3149,577.6433,13.13,3.388
"2023-10-19 03:45:00",6003,-4.712,3.104,-84.7,-4.928,231.1,310.9,-89.4,-1.824,-87.6,-7.817,-79.81,-0.664,1.642,117.6,9.4,0.688,0.018,86,0,102.1791,577.6433,13.13,3.295
"2023-10-19 04:00:00",6004,-4.414,3.024,-81.4,-4.348,231.8,308.9,-85.8,-1.325,-84.5,-7.438,-77.02,-0.692,0.702,87.6,16.01,0.302,-0.556,86.6,0,95.13797,577.6816,13.13,3.202
"2023-10-19 04:15:00",6005,-3.671,4.39,-81.3,-3.48,229.9,307.8,-85,0.91,-85.9,-8.06,-77.84,-1.238,0.771,98,14.28,0.291,-0.98,86.6,0,122.3172,577.6816,13.13,3.107
"2023-10-19 04:30:00",6006,-3.899,4.956,-82.6,-3.821,229.4,308.1,-86.5,1.135,-87.6,-8.86,-78.73,-1.291,1.308,119.6,5.356,0.407,-0.837,86.5,0,126.2129,577.6816,13.12,3.011
"2023-10-19 04:45:00",6007,-4.275,4.617,-83.3,-4.793,229.3,307.8,-87.6,-0.176,-87.4,-8.89,-78.5,-1.085,1.378,103.8,18.59,0.343,-0.687,86.6,0,59.22782,577.6816,13.13,2.914
"2023-10-19 05:00:00",6008,-4.193,2.815,-81.7,-4.854,229.1,305.9,-85.9,-2.039,-83.9,-7.008,-76.87,-0.694,0.827,49.42,29.34,-0.038,-1.082,86.9,0,82.71909,577.8498,13.13,2.814
"2023-10-19 05:15:00",6009,-4.009,3.686,-81.9,-4.964,228.5,305.5,-85.9,-1.278,-84.6,-7.695,-76.93,-0.922,0.895,91.6,18.65,-0.18,-1.166,87.2,0,123.4531,577.8498,13.13,2.71
"2023-10-19 05:30:00",6010,-3.988,3.632,-82.5,-4.377,227.8,305.9,-86.4,-0.745,-85.7,-7.62,-78.08,-0.914,1.254,88.1,17.7,-0.249,-1.206,87.4,0,88.45103,577.8498,13.13,2.603
"2023-10-19 05:45:00",6011,-4.013,3.592,-81.9,-3.924,228,306,-85.9,-0.332,-85.6,-7.605,-77.99,-0.899,0.916,117.5,14.61,-0.435,-1.271,87.6,0,145.3643,577.8498,13.13,2.494
"2023-10-19 06:00:00",6012,-1.733,3.699,-79.55,-3.179,230,306.4,-81.3,0.52,-81.8,-5.432,-76.38,-0.113,0.75,119.3,14.33,-0.23,-1.347,87.4,0,119.8129,578.243,13.13,2.381
"2023-10-19 06:15:00",6013,6.124,5.077,-81.8,-2.367,228.7,308.1,-75.63,2.71,-78.34,1.048,-79.39,1.936,1.631,126.8,10.51,-0.137,-1.152,87.3,0,120.6934,578.243,13.13,2.267
"2023-10-19 06:30:00",6014,24.12,7.238,-81.4,-2.466,228.6,307.5,-57.32,4.772,-62.09,16.88,-78.97,0.329,0.237,91.1,77.1,-0.239,-1.256,87.4,0,37.50795,578.243,13.13,2.152
"2023-10-19 06:45:00",6015,105.9,21.47,-82.5,-0.202,229.3,311.6,23.33,21.26,2.068,84.4,-82.3,0.204,0.694,59.11,31.83,0.783,-0.859,86.9,0,79.51809,578.243,13.13,2.04
"2023-10-19 07:00:00",6016,178.2,30.89,-82.9,2.135,233.8,318.9,95.2,33.02,62.21,147.3,-85.1,0.175,3.433,99.8,11.91,1.293,0.213,85.9,0,90.44479,578.5945,13.13,1.932
"2023-10-19 07:15:00",6017,108.1,16.24,-18.14,6.307,301.6,326.1,90,22.55,67.41,91.9,-24.45,0.154,2.951,117.7,10.44,0.954,0.861,86.4,0,123.656,578.5945,13.13,1.832
"2023-10-19 07:30:00",6018,74.06,11.84,-7.816,7.872,312.4,328.1,66.25,19.71,46.54,62.23,-15.69,0.16,1.577,88.1,26.09,0.768,0.954,86.9,0,47.18887,578.5945,13.13,1.748
"2023-10-19 07:45:00",6019,80.2,12.69,-9.65,8.7,312.6,331,70.51,21.39,49.12,67.47,-18.34,0.158,1.03,84.7,18.88,1.195,1.395,86.6,0,101.7883,578.5945,13.12,1.689
"2023-10-19 08:00:00",6020,108,17.61,-11.39,10.52,312.6,334.5,96.7,28.13,68.53,90.4,-21.91,0.165,0.665,88.2,30.8,1.361,1.765,86.2,0,109.2543,579.331,13.13,1.654
"2023-10-19 08:15:00",6021,144.3,21.82,-12.27,11.85,313.6,337.8,132,33.66,98.4,122.5,-24.12,0.151,1.85,111.2,10.71,1.582,2.168,85.9,0,98.90923,579.331,13.09,1.925
"2023-10-19 08:30:00",6022,169.5,25.13,-12.95,14.71,315.1,342.8,156.5,39.84,116.7,144.3,-27.67,0.148,1.947,109.7,11.23,1.851,2.628,85.7,0,102.5811,579.331,13.09,2.484
"2023-10-19 08:45:00",6023,157,22.63,-13.61,15.71,315.4,344.7,143.4,38.34,105,134.3,-29.32,0.144,2.063,81.7,21.33,2.068,2.818,85.4,0,97.6832,579.331,13.09,2.999
"2023-10-19 09:00:00",6024,132.8,18.74,-13.98,14.57,313.8,342.4,118.8,33.3,85.5,114,-28.54,0.14,1.281,60.18,28.38,1.656,2.564,86.4,0,86.41503,580.5988,13.09,3.413
"2023-10-19 09:15:00",6025,153.3,21.92,-11.32,17.93,315.9,345.2,142,39.85,102.1,131.4,-29.25,0.143,1.423,99.6,29.36,1.389,2.443,87.1,0,127.6045,580.5988,13.08,3.746
"2023-10-19 09:30:00",6026,81.7,12.17,-6.248,15.01,318.7,340,75.42,27.18,48.24,69.5,-21.26,0.149,1.531,94.1,27.65,1.066,1.967,87.8,0,71.5962,580.5988,13.09,4.022
"2023-10-19 09:45:00",6027,121.8,19.05,-6.51,16.28,318.2,341,115.3,35.34,79.96,102.8,-22.79,0.156,1.579,102.5,12.66,1.057,1.923,87.7,0,98.53767,580.5988,13.09,4.25
"2023-10-19 10:00:00",6028,81.2,13.5,-3.284,13.12,320,336.4,77.96,26.62,51.34,67.75,-16.4,0.165,2.6,94.3,16.58,1.024,1.614,87.6,0,95.25438,580.8275,13.09,4.456
"2023-10-19 10:15:00",6029,194.8,34.73,-2.473,15.92,321.5,339.8,192.3,50.65,141.7,160.1,-18.39,0.178,2.642,109.9,12.18,1.167,1.747,87.8,0,104.4487,580.8275,13.09,4.646
"2023-10-19 10:30:00",6030,173.8,28.77,-4.564,19.3,321.6,345.5,169.2,48.07,121.2,145,-23.87,0.166,2.871,100,19.66,1.507,2.219,87.7,0,90.05193,580.8275,13.09,4.829
"2023-10-19 10:45:00",6031,182.5,29.01,-6.903,21.63,320.1,348.6,175.6,50.65,125,153.5,-28.54,0.159,4.245,87.6,6.747,2.016,2.387,87.1,0,99.04169,580.8275,13.09,5.008
"2023-10-19 11:00:00",6032,192.2,29.31,-8.76,22.01,317.7,348.4,183.5,51.32,132.1,162.9,-30.77,0.153,5.173,90.1,6.778,2.079,2.273,86.5,0,87.94912,580.681,13.09,5.186
"2023-10-19 11:15:00",6033,241.9,37.19,-11.43,24.94,316.7,353.1,230.5,62.12,168.4,204.7,-36.37,0.154,5.674,90.6,9.79,2.541,2.632,86.6,0,89.89979,580.681,13.09,5.358
"2023-10-19 11:30:00",6034,225.3,36.47,-10.38,24.65,317.2,352.3,214.9,61.12,153.8,188.8,-35.03,0.162,5.866,92.4,9.3,2.404,2.522,86.7,0,94.84888,580.681,13.09,5.531
"2023-10-19 11:45:00",6035,413,64.77,-14.44,35.05,316.4,365.9,398.5,99.8,298.7,348.2,-49.49,0.157,6.183,92.3,11.52,3.038,3.2,86.1,0,77.16911,580.681,13.09,5.704
"2023-10-19 12:00:00",6036,356.1,56.27,-17.19,34.56,315.7,367.4,338.9,90.8,248,299.8,-51.76,0.158,6.055,80.7,7.317,3.396,3.618,86.3,0,80.29706,580.4955,13.09,5.888
"2023-10-19 12:15:00",6037,611.6,96.9,-27.04,48.46,310.2,385.7,584.6,145.3,439.2,514.8,-75.5,0.158,6.496,85,9.29,4.403,4.526,84.8,0,76.69437,580.4955,13.09,6.087
"2023-10-19 12:30:00",6038,573,91.6,-25.52,50.27,313.7,389.5,547.5,141.9,405.6,481.4,-75.79,0.16,7.797,83.1,6.783,4.684,4.933,83.9,0,91.46217,580.4955,13.08,6.313
"2023-10-19 12:45:00",6039,529.9,85.7,-19.63,48.54,316.7,384.8,510.2,134.3,376,444.1,-68.17,0.162,8.15,81.6,5.621,4.196,4.336,85.1,0,79.86059,580.4955,13.09,6.569
"2023-10-19 13:00:00",6040,710,111.9,-29.58,59.04,308.2,396.8,680.4,170.9,509.5,598.1,-88.6,0.158,8.03,88.4,9.37,4.416,4.633,83.5,0,93.5525,579.7823,13.09,6.833
"2023-10-19 13:15:00",6041,809,125,-43.46,72.1,303,418.5,765.9,197.1,568.9,684.4,-115.6,0.154,8.62,83,7.039,5.782,6.398,77.35,0,73.68047,579.7823,13.09,7.11
"2023-10-19 13:30:00",6042,259.6,38.98,-20.19,41.38,315.7,377.2,239.4,80.4,159.1,220.6,-61.57,0.15,8.49,86.2,5.028,4.068,4.24,83.4,0,88.38693,579.7823,13.09,7.416
"2023-10-19 13:45:00",6043,134.9,20.05,-14.81,29.52,316.2,360.5,120.1,49.57,70.52,114.8,-44.33,0.149,8.28,85.5,11.1,3.201,3.239,85,0,72.41992,579.7823,13.09,7.7
"2023-10-19 14:00:00",6044,83.2,12.38,-11.69,23.65,315.9,351.2,71.46,36.03,35.43,70.77,-35.34,0.148,8.37,89.3,9.41,2.508,2.519,86.4,0,93.55941,579.3607,13.09,7.956
"2023-10-19 14:15:00",6045,124.6,18.37,-12.45,23.76,315.4,351.6,112.1,42.13,70.01,106.2,-36.2,0.147,7.529,87.3,8.54,2.594,2.571,86.5,0,90.92895,579.3607,13.09,8.19
"2023-10-19 14:30:00",6046,212.6,32.22,-13.31,27.45,315.7,356.5,199.3,59.67,139.6,180.4,-40.77,0.151,5.581,83,8.37,2.731,2.825,86.7,0,86.38636,579.3607,13.09,8.42
"2023-10-19 14:45:00",6047,111.8,17.08,-7.433,23.63,322.2,353.3,104.3,40.7,63.63,94.7,-31.06,0.153,6.096,80.9,11.65,2.735,2.954,87,0,95.66444,579.3607,13.09,8.63
"2023-10-19 15:00:00",6048,37.09,6.537,-3.603,11.96,322,337.6,33.49,18.5,14.99,30.56,-15.56,0.177,5.321,81.8,10.27,1.968,2.101,87.5,0,81.34009,579.0873,13.09,8.82
"2023-10-19 15:15:00",6049,33.31,5.634,-1.266,2.872,320.3,324.4,32.04,8.51,23.54,27.67,-4.138,0.165,6.76,80.9,7.229,1.075,1.244,87.8,0,89.49322,579.0873,13.09,8.97
"2023-10-19 15:30:00",6050,18.84,2.798,-0.323,2.338,317.1,319.7,18.52,5.136,13.38,16.04,-2.661,0.152,5.131,107.5,13.4,0.162,0.352,88.4,0.254,116.8398,579.0873,13.09,9.08
"2023-10-19 15:45:00",6051,16,4.372,-0.359,1.318,316.1,317.8,15.64,5.69,9.95,11.62,-1.677,0.273,3.128,100.6,10.97,-0.067,0.153,88.6,0,103.626,579.0873,13.09,9.15
"2023-10-19 16:00:00",6052,17.94,4.398,-0.32,2.062,316.5,318.9,17.62,6.46,11.16,13.54,-2.382,0.249,3.67,104.5,9.31,0.084,0.229,88.7,0,108.0378,578.9957,13.09,9.18
"2023-10-19 16:15:00",6053,43.69,9.84,-0.082,1.56,319,320.6,43.6,11.4,32.2,33.85,-1.642,0.225,4.002,99.8,17.11,0.593,0.71,88.9,0,81.84708,578.9957,13.09,9.17
"2023-10-19 16:30:00",6054,46.71,9.58,-0.342,1.676,318.8,320.8,46.36,11.26,35.11,37.13,-2.018,0.204,5.236,84.4,6.423,0.53,0.718,88.9,0.254,95.60183,578.9957,13.09,9.14
"2023-10-19 16:45:00",6055,33.53,6.543,-0.53,2.132,317.1,319.8,33,8.67,24.32,26.98,-2.662,0.194,3.566,86.4,6.815,0.265,0.403,89.1,0,91.12756,578.9957,13.09,9.07
"2023-10-19 17:00:00",6056,49.3,10.06,-0.554,2.051,317.7,320.3,48.75,12.11,36.63,39.24,-2.605,0.204,3.293,94,7.91,0.395,0.541,89.2,0,103.2572,578.7393,13.09,8.98
"2023-10-19 17:15:00",6057,38.29,6.159,-0.883,2.789,317.7,321.4,37.41,8.95,28.46,32.13,-3.672,0.161,2.552,119.6,14.25,0.41,0.611,89.2,0.254,132.7469,578.7393,13.13,8.6
"2023-10-19 17:30:00",6058,42.44,6.389,-3.019,3.148,315.8,322,39.42,9.54,29.89,36.05,-6.167,0.15,2.975,95.4,12.85,0.521,0.659,89.3,0.254,96.75126,578.7393,13.13,7.957
"2023-10-19 17:45:00",6059,34.95,5.169,-6.789,3.315,312.7,322.8,28.16,8.48,19.68,29.78,-10.1,0.148,2.801,88.5,14.48,0.695,0.808,89.3,0.254,101.2138,578.7393,13.13,7.365
"2023-10-19 18:00:00",6060,13.74,2.014,-2.353,3.19,317.2,322.7,11.39,5.204,6.182,11.73,-5.543,0.152,3.291,99.1,8.79,0.65,0.813,89.4,0.254,114.7756,578.236,13.13,6.887
"2023-10-19 18:15:00",6061,4.944,0.93,-0.958,2.742,318.3,322,3.985,3.672,0.314,4.014,-3.7,0.185,4.138,106.5,7.391,0.624,0.758,89.4,0.254,105.8078,578.236,13.13,6.498
"2023-10-19 18:30:00",6062,0.588,0.428,-0.979,2.721,317.7,321.4,-0.391,3.148,-3.539,0.16,-3.699,0.938,4.123,99.5,14.94,0.519,0.631,89.5,0.254,111.8657,578.236,13.13,6.17
"2023-10-19 18:45:00",6063,0.319,0.717,-7.699,3.304,310.5,321.5,-7.38,4.021,-11.4,-0.398,-11,4.587,3.79,119.7,20.17,0.385,0.532,89.6,0,124.8469,578.236,13.13,5.889
"2023-10-19 19:00:00",6064,-0.406,1.253,-18.59,3.345,299.5,321.4,-19,4.598,-23.59,-1.659,-21.94,0.237,3.828,94.8,25.89,0.533,0.498,89.6,0,71.61725,578.3517,13.14,5.641
"2023-10-19 19:15:00",6065,-2.239,0.733,-37.94,3.04,279.3,320.3,-40.18,3.774,-43.96,-2.973,-40.98,-0.331,1.942,58.39,24.27,0.253,0.325,89.7,0,6.67312,578.3517,13.13,5.419
"2023-10-19 19:30:00",6066,-3.302,0.598,-58.21,2.426,257.6,318.2,-61.51,3.023,-64.54,-3.9,-60.64,-0.181,2.399,105.4,31.87,-0.122,0.007,89.7,0,86.61984,578.3517,13.13,5.228
"2023-10-19 19:45:00",6067,-2.225,0.773,-45.95,3.016,269.7,318.6,-48.18,3.789,-51.96,-2.997,-48.97,-0.394,2.037,108.7,15.55,-0.086,-0.036,89.5,0,103.5517,578.3517,13.13,5.054
"2023-10-19 20:00:00",6068,-3.313,1.086,-64.3,2.787,250.7,317.8,-67.62,3.873,-71.49,-4.399,-67.09,-0.315,0.544,6.45,34.79,-0.122,-0.163,89,0,47.00361,578.8433,13.13,4.888
"2023-10-19 20:15:00",6069,-3.55,2.478,-73.43,3.617,239.6,316.6,-76.98,6.094,-83.1,-6.027,-77.04,-0.728,0.221,309.2,20.11,-0.111,-0.604,88.8,0,342.0929,578.8433,13.13,4.733
"2023-10-19 20:30:00",6070,-2.173,2.689,-63.79,3.521,249.6,316.9,-65.96,6.21,-72.17,-4.862,-67.31,-1.298,0.534,121.4,34.02,0.046,-0.522,88.6,0,166.1736,578.8433,13.13,4.584
"2023-10-19 20:45:00",6071,-2.742,3.403,-77.52,2.631,236.4,316.5,-80.3,6.034,-86.3,-6.145,-80.1,-1.26,0.535,150.1,66.58,0.293,-0.403,88.4,0,294.7527,578.8433,13.13,4.437
"2023-10-19 21:00:00",6072,-2.28,2.44,-80.1,1.48,234.7,316.3,-82.3,3.92,-86.3,-4.72,-81.5,-1.087,1.191,267.9,18.15,0.51,-0.216,87.3,0,277.7831,579.0418,13.13,4.292
"2023-10-19 21:15:00",6073,-1.606,4.698,-79.62,1.118,237,317.7,-81.2,5.816,-87,-6.304,-80.7,-4.261,1.914,274.5,20.65,1.14,0.181,86.8,0,298.6981,579.0418,13.13,4.145
"2023-10-19 21:30:00",6074,-2.244,3.567,-79.89,-0.823,238.6,317.6,-82.1,2.744,-84.9,-5.811,-79.06,-1.68,3.596,307.5,14.27,1.459,0.581,86.5,0,274.2344,579.0418,13.13,3.997
"2023-10-19 21:45:00",6075,-2.766,1.613,-79.92,-1.761,239.2,317.3,-82.7,-0.149,-82.5,-4.379,-78.16,-0.591,3.359,265.3,13.99,1.205,0.714,86.9,0,269.483,579.0418,13.13,3.852
"2023-10-19 22:00:00",6076,-2.84,1.603,-74.95,-1.957,244.3,317.3,-77.79,-0.354,-77.44,-4.443,-72.99,-0.566,1.937,261.2,20.58,1.18,0.752,87.2,0,263.6305,579.6758,13.13,3.705
