"TOA5","GlacioClim_bo_Plataforma_Mto","CR1000X","21070","CR1000X.Std.04.02","CPU:PLATAFORMA_V1.CR1X","34573","Plataforma"
"TIMESTAMP","RECORD","Prom_rad_onda_corta_sup","Prom_rad_onda_corta_inf","Prom_rad_onda_larga_sup","Prom_rad_onda_larga_inf","Prom_rad_onda_larga_sup_corregida","Prom_rad_onda_larga_inf_corregida","Prom_rad_TOTAL_sup","Prom_rad_TOTAL_inf","Prom_rad_neta_TOTAL","Prom_rad_neta_TOTAL_onda_corta","Prom_rad_neta_TOTAL_onda_larga","Prom_rad_albedo","Vel_V_prom","Dir_V_prom","Desv_estandar_Dir_V","Prom_Temp_aire","Prom_Temp_CNR4","Prom_RH","Total_precipitacion","Dir_V","PB_mbar","V_bat_Min","PTemp_Avg"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","m/s","Deg","Deg","Deg C","Deg C","%","mm","Grados","mbar","Volts",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Smp","Smp","Min","Avg"
"2023-08-18 09:00:00",72,496.8,87.7,-162.5,12.82,173.6,349,334.2,100.5,233.8,409.1,-175.4,0.176,4.867,266,15.68,4.112,4.305,5.691,0,250.3895,577.6981,13.09,0.863
"2023-08-18 09:15:00",73,547.6,97.8,-164.2,20.37,176.2,360.8,383.4,118.2,265.2,449.8,-184.6,0.179,3.409,275,42.85,4.664,5.175,5.697,0,244.9552,577.6981,13.09,1.256
"2023-08-18 09:30:00",74,594.9,106.6,-165,25.87,179.5,370.4,429.9,132.5,297.4,488.2,-190.9,0.179,4.46,265.9,41.2,5.088,6.025,6.64,0,291.45,577.6981,13.09,1.657
"2023-08-18 09:45:00",75,641.8,115.2,-164.1,30.9,181.6,376.6,477.7,146.1,331.6,526.6,-195,0.18,5.355,282.9,20.42,5.176,6.248,7.256,0,311.8223,577.6981,13.09,2.085
"2023-08-18 10:00:00",76,686.6,124,-164.7,37.35,182.4,384.4,521.9,161.3,360.6,562.6,-202,0.181,5.725,280.4,24.47,5.404,6.534,7.45,0,296.4395,578.1102,13.08,2.557
"2023-08-18 10:15:00",77,732.1,132.5,-165.7,44.22,184,393.9,566.4,176.7,389.7,599.6,-209.9,0.181,5.776,274.8,13.48,5.874,7.053,6.252,0,284.0929,578.1102,13.09,3.064
"2023-08-18 10:30:00",78,776.7,139.4,-167,49.67,185.6,402.3,609.7,189.1,420.6,637.3,-216.7,0.179,6.289,268.8,25.04,6.546,7.636,6.997,0,266.3846,578.1102,13.09,3.606
"2023-08-18 10:45:00",79,823,146.4,-166.4,52.58,187.3,406.3,656.3,199,457.3,676.2,-218.9,0.178,7.125,278.1,10.15,6.853,7.854,7.038,0,268.7834,578.1102,13.09,4.169
"2023-08-18 11:00:00",80,867,152.5,-166.7,52.4,188.5,407.6,700.3,204.9,495.4,714.4,-219.1,0.176,8.35,276.3,15.47,7.243,8.15,6.835,0,296.2258,578.1487,13.09,4.752
"2023-08-18 11:15:00",81,907,156.8,-166.7,57.36,190.4,414.5,740,214.1,525.9,749.9,-224,0.173,8.93,282.1,10.45,7.496,8.53,7.079,0,287.1396,578.1487,13.09,5.359
"2023-08-18 11:30:00",82,943,161.4,-166.8,61.27,191.7,419.8,776.4,222.7,553.8,781.9,-228.1,0.171,9.14,282.1,7.99,7.82,8.8,6.618,0,282.9644,578.1487,13.09,5.975
"2023-08-18 11:45:00",83,974,164.9,-167.4,70.91,193.9,432.2,806,235.8,570.6,809,-238.3,0.169,6.933,277.8,23.51,8.29,9.35,6.454,0,264.659,578.1487,13.09,6.592
"2023-08-18 12:00:00",84,1000,166.7,-167.9,69.63,194.7,432.3,832,236.3,595.5,833,-237.5,0.167,8.44,286.9,11.42,8.54,9.61,6.278,0,299.241,577.9678,13.09,7.204
"2023-08-18 12:15:00",85,1020,168.8,-167.3,72.78,195.3,435.4,852,241.6,610.7,851,-240.1,0.166,8.06,279.1,15.83,8.4,9.61,6.592,0,244.6152,577.9678,13.09,7.807
"2023-08-18 12:30:00",86,1032,170.6,-167.7,75.11,196.6,439.4,865,245.7,619,862,-242.8,0.165,7.516,284.9,27.75,8.78,9.94,6.452,0,289.7745,577.9678,13.09,8.4
"2023-08-18 12:45:00",87,1044,171.4,-165.9,70.57,195.7,432.2,878,241.9,636.1,872,-236.4,0.164,9.92,282.3,16.96,8.28,9.41,7.173,0,296.5428,577.9678,13.09,8.97
"2023-08-18 13:00:00",88,1044,170.9,-164.1,73.88,198.1,436.1,880,244.8,635.5,873,-238,0.164,9.3,284.6,18.11,8.65,9.53,7.465,0,293.8781,577.3661,13.09,9.52
"2023-08-18 13:15:00",89,1035,169.7,-161.8,74.29,201.1,437.2,873,244,629.3,865,-236.1,0.164,8.4,273.4,15.09,8.77,9.67,7.364,0,228.2323,577.3661,13.09,10.05
"2023-08-18 13:30:00",90,1022,166.5,-163,74.68,201.9,439.6,859,241.2,618.3,856,-237.7,0.163,8.9,285,17.05,8.99,10.06,8.26,0,274.97,577.3661,13.09,10.56
"2023-08-18 13:45:00",91,1004,164.4,-160.3,69.45,202.4,432.2,844,233.8,609.8,840,-229.8,0.164,10.52,283,11.69,8.69,9.64,8.35,0,301.8702,577.3661,13.09,11.03
"2023-08-18 14:00:00",92,977,161.2,-158.2,70.25,203.3,431.7,818,231.4,586.9,815,-228.4,0.165,8.89,281.9,15.93,8.63,9.38,8.47,0,290.1036,576.9639,13.09,11.47
"2023-08-18 14:15:00",93,945,156,-157.8,72.21,206.1,436.1,786.8,228.3,558.5,788.5,-230,0.165,7.93,291,21.77,8.88,9.86,8.4,0,285.3902,576.9639,13.09,11.87
"2023-08-18 14:30:00",94,913,150.8,-155.6,66.49,206.9,429,757.1,217.3,539.8,761.8,-222,0.165,8.54,280,11.94,8.77,9.58,9.04,0,289.4766,576.9639,13.09,12.24
"2023-08-18 14:45:00",95,872,144.3,-154.3,65.47,210.3,430,717.8,209.8,508,727.8,-219.8,0.165,8.17,278.2,15.89,9.22,9.99,9.52,0,293.2237,576.9639,13.09,12.59
"2023-08-18 15:00:00",96,833,138.3,-151.1,59.23,210.6,421,681.8,197.5,484.3,694.6,-210.3,0.166,8.94,278.4,13.01,8.86,9.44,10.42,0,263.8599,576.2745,13.09,12.91
"2023-08-18 15:15:00",97,787.3,130.2,-151.1,56.58,212.5,420.3,636.2,186.8,449.3,657.1,-207.7,0.165,8.12,285.4,11.75,9.24,9.82,10.69,0,279.3234,576.2745,13.09,13.21
"2023-08-18 15:30:00",98,740.2,122.5,-149.6,47.84,212.5,410,590.6,170.3,420.3,617.8,-197.5,0.165,10.46,293.2,11.75,9.01,9.52,10.93,0,291.2581,576.2745,13.09,13.49
"2023-08-18 15:45:00",99,686.7,114.6,-150,43.5,211.6,405.2,536.7,158.1,378.6,572.1,-193.5,0.167,9.24,277.7,12.29,9.09,9.43,10.22,0,267.7918,576.2745,13.09,13.77
"2023-08-18 16:00:00",100,629.2,104.9,-150.6,38.04,210.7,399.3,478.7,143,335.7,524.3,-188.6,0.167,9.5,285.1,13.34,9.19,9.36,9.76,0,275.4278,576.0875,13.09,14.02
"2023-08-18 16:15:00",101,567.7,94.3,-146.9,33.46,214.2,394.6,420.7,127.8,293,473.4,-180.4,0.166,8.94,282,11.68,9.29,9.32,11.32,0,293.1943,576.0875,13.09,14.26
"2023-08-18 16:30:00",102,502.9,84,-147.9,25.95,212.4,386.2,354.9,110,245,418.8,-173.9,0.167,10.74,287,11.91,9.18,9.16,12.31,0,303.6334,576.0875,13.09,14.5
"2023-08-18 16:45:00",103,432.2,73.07,-147.8,19.99,210.6,378.5,284.4,93.1,191.3,359.2,-167.8,0.169,10.46,289,12.71,8.92,8.8,10.62,0,284.9363,576.0875,13.09,14.71
"2023-08-18 17:00:00",104,363.8,60.37,-143.9,15.87,214.5,374.2,219.9,76.24,143.6,303.4,-159.8,0.166,8.3,285.9,10.99,9.18,8.78,10.77,0,294.8741,575.9473,13.09,14.9
"2023-08-18 17:15:00",105,268.2,42.9,-140.9,8.92,215.4,365.2,127.4,51.82,75.54,225.3,-149.8,0.16,10.07,287.3,10.47,8.68,8.36,12.4,0,278.0266,575.9473,13.13,14.84
"2023-08-18 17:30:00",106,30.31,5.927,-138.2,-1.081,213,350.1,-107.9,4.846,-112.7,24.39,-137.1,0.199,9.3,274.2,7.655,7.515,7.36,13.11,0,273.5529,575.9473,13.13,14.52
"2023-08-18 17:45:00",107,21.28,5.171,-135.8,-3.56,212.7,344.9,-114.5,1.611,-116.1,16.1,-132.2,0.244,8.44,287.6,10.87,6.957,6.809,14.1,0,285.6404,575.9473,13.13,14.21
"2023-08-18 18:00:00",108,15.42,4.248,-133.3,-4.933,214,342.3,-117.9,-0.685,-117.2,11.17,-128.4,0.277,10.09,287.6,9.27,6.67,6.572,15.39,0,266.4509,575.4009,13.13,13.98
"2023-08-18 18:15:00",109,7.942,3.295,-133.4,-6.182,212.2,339.4,-125.4,-2.887,-122.6,4.647,-127.2,0.445,10.2,288.1,10.79,6.299,6.236,17.4,0,285.6888,575.4009,13.13,13.77
"2023-08-18 18:30:00",110,-0.84,2.119,-132.1,-6.961,211.8,336.9,-132.9,-4.842,-128.1,-2.959,-125.1,-1.289,9.98,283,6.919,5.928,5.886,19.74,0,281.8348,575.4009,13.13,13.56
"2023-08-18 18:45:00",111,-5.914,1.366,-133.2,-7.775,209.2,334.6,-139.1,-6.409,-132.7,-7.28,-125.4,-0.236,11.1,284.7,8.51,5.612,5.582,19.35,0,269.4469,575.4009,13.13,13.32
"2023-08-18 19:00:00",112,-6.665,1.141,-132.4,-8.08,208.4,332.7,-139.1,-6.935,-132.1,-7.806,-124.3,-0.172,11.08,278.9,6.987,5.264,5.26,20.84,0,283.4497,575.392,13.13,13.03
"2023-08-18 19:15:00",113,-7.331,0.898,-139.8,-9.22,198.1,328.6,-147.1,-8.32,-138.8,-8.23,-130.5,-0.123,9.96,281.2,15.27,4.598,4.648,19.6,0,283.4788,575.392,13.13,12.68
"2023-08-18 19:30:00",114,-7.303,1.021,-144.3,-9.39,190.4,325.4,-151.6,-8.37,-143.3,-8.32,-135,-0.141,11.1,273.7,12.15,4.014,4.022,14.07,0,255.2943,575.392,13.13,12.3
"2023-08-18 19:45:00",115,-7.821,1.13,-143.1,-10.09,188,321,-150.9,-8.96,-141.9,-8.95,-133,-0.146,8.26,276.8,17.26,3.258,3.254,12.7,0,254.5512,575.392,13.13,11.87
"2023-08-18 20:00:00",116,-7.412,1.2,-141.4,-9.23,186.4,318.5,-148.8,-8.03,-140.8,-8.61,-132.2,-0.162,8.64,281.3,10.83,2.584,2.554,12.14,0,307.3623,576.3733,13.13,11.43
"2023-08-18 20:15:00",117,-7.497,1.46,-140.1,-9.6,185.4,315.9,-147.6,-8.14,-139.4,-8.96,-130.5,-0.195,7.189,276.9,11.91,2.164,2.075,12.56,0,290.7213,576.3733,13.13,10.96
"2023-08-18 20:30:00",118,-7.574,1.76,-138.8,-9.73,184.3,313.3,-146.3,-7.97,-138.4,-9.33,-129,-0.235,6.058,265.3,44.58,1.739,1.56,13.27,0,283.6116,576.3733,13.13,10.48
"2023-08-18 20:45:00",119,-7.637,1.592,-137.7,-9.58,183.2,311.4,-145.3,-7.988,-137.3,-9.23,-128.1,-0.21,5.351,270.2,20.48,1.252,1.111,13.42,0,293.3686,576.3733,13.13,10.01
"2023-08-18 21:00:00",120,-7.351,1.701,-136.6,-9.24,182.3,309.7,-144,-7.538,-136.4,-9.05,-127.4,-0.232,6.493,274.1,27.95,0.825,0.681,13.91,0,285.7408,576.7047,13.13,9.54
"2023-08-18 21:15:00",121,-7.546,1.523,-135.4,-9.36,181.4,307.5,-143,-7.84,-135.1,-9.07,-126.1,-0.201,5.572,269,42.02,0.315,0.237,14.59,0,297.2157,576.7047,13.13,9.06
"2023-08-18 21:30:00",122,-6.933,1.881,-135.5,-8.77,179.9,306.6,-142.5,-6.889,-135.6,-8.81,-126.8,-0.272,6.66,274.9,16.03,0.116,-0.079,14.17,0,249.0629,576.7047,13.13,8.57
"2023-08-18 21:45:00",123,-7.154,1.884,-136.4,-9.57,178.5,305.4,-143.6,-7.687,-135.9,-9.04,-126.8,-0.264,7.236,281.8,13.16,-0.055,-0.183,14.22,0,268.4673,576.7047,13.13,8.08
"2023-08-18 22:00:00",124,-7.189,1.855,-137.8,-10.28,177.4,304.8,-145,-8.43,-136.5,-9.04,-127.5,-0.259,7.683,272.1,18.2,-0.002,-0.141,13.69,0,283.4716,576.7022,13.13,7.599
"2023-08-18 22:15:00",125,-7.495,1.428,-138.3,-10.2,175.6,303.7,-145.8,-8.78,-137,-8.92,-128.1,-0.191,7.643,281.1,12.83,-0.385,-0.414,14.38,0,276.9481,576.7022,13.13,7.128
"2023-08-18 22:30:00",126,-7.653,1.534,-138.6,-10.08,172.5,301,-146.2,-8.55,-137.7,-9.19,-128.5,-0.202,6.273,277.2,20.98,-0.953,-1.025,14.76,0,292.3834,576.7022,13.13,6.662
"2023-08-18 22:45:00",127,-7.764,1.853,-138.9,-10.15,169.9,298.6,-146.7,-8.3,-138.4,-9.62,-128.7,-0.24,5.752,280.2,22.11,-1.389,-1.53,15.25,0,293.3221,576.7022,13.13,6.211
"2023-08-18 23:00:00",128,-6.681,2.386,-142.2,-9.89,168,300.4,-148.9,-7.501,-141.4,-9.07,-132.4,-0.361,8.47,281.5,12.02,-0.957,-1.206,13.35,0,273.0337,576.3291,13.13,5.777
"2023-08-18 23:15:00",129,-7.552,1.393,-144,-11.41,167.4,300.1,-151.6,-10.01,-141.6,-8.95,-132.6,-0.187,8.26,278.7,17.47,-0.928,-0.938,12,0,264.4173,576.3291,13.13,5.323
"2023-08-18 23:30:00",130,-7.234,1.374,-142.9,-11,167.9,299.9,-150.2,-9.62,-140.6,-8.61,-131.9,-0.192,9.35,275.9,9.75,-1.081,-1.07,11.83,0,269.1056,576.3291,13.13,4.861
"2023-08-18 23:45:00",131,-7.652,1.023,-140.4,-10.6,167.5,297.3,-148,-9.58,-138.5,-8.67,-129.8,-0.134,7.589,280.7,15.58,-1.795,-1.714,14.88,0,280.5445,576.3291,13.13,4.415
"2023-08-19 00:00:00",132,-7.509,1.509,-138.8,-9.74,166.1,295.1,-146.3,-8.23,-138.1,-9.02,-129,-0.202,7.196,270.6,13.71,-2.375,-2.396,15.74,0,276.5024,576.4613,13.13,3.991
"2023-08-19 00:15:00",133,-6.675,2.441,-140,-9.73,165.2,295.4,-146.7,-7.292,-139.4,-9.12,-130.3,-0.369,7.614,277.1,26.87,-2.075,-2.324,13.17,0,258.5284,576.4613,13.13,3.591
"2023-08-19 00:30:00",134,-6.93,1.444,-143.3,-11.05,164.8,297.1,-150.3,-9.61,-140.7,-8.37,-132.3,-0.21,9.31,273.7,10.29,-1.649,-1.663,11.44,0,278.1173,576.4613,13.13,3.198
"2023-08-19 00:45:00",135,-8.09,0.707,-139.7,-10.65,164.2,293.2,-147.7,-9.95,-137.8,-8.79,-129,-0.09,6.694,268.9,16.32,-2.74,-2.618,16.23,0,265.7542,576.4613,13.13,2.803
"2023-08-19 01:00:00",136,-7.385,1.824,-137.5,-9.2,162.6,290.9,-144.8,-7.373,-137.5,-9.21,-128.3,-0.252,5.437,262.5,37.28,-3.324,-3.461,16.48,0,255.291,576.2822,13.13,2.436
"2023-08-19 01:15:00",137,-6.785,1.89,-139.1,-9.3,161.2,291,-145.9,-7.406,-138.5,-8.67,-129.8,-0.279,7.668,265.8,22.67,-3.302,-3.416,15.46,0,277.8319,576.2822,13.13,2.086
"2023-08-19 01:30:00",138,-7.191,2.116,-142.1,-11.1,159.7,290.7,-149.3,-8.98,-140.4,-9.31,-131.1,-0.295,6.428,274.1,12.2,-2.954,-3.067,13.96,0,295.0263,576.2822,13.13,1.738
"2023-08-19 01:45:00",139,-7.587,1.821,-143.5,-11.71,158.1,289.9,-151.1,-9.89,-141.2,-9.41,-131.8,-0.243,6.218,261,14.49,-3.08,-3.122,14.77,0,280.6755,576.2822,13.13,1.409
"2023-08-19 02:00:00",140,-6.543,1.974,-146.7,-10.77,157,293,-153.2,-8.79,-144.4,-8.52,-135.9,-0.305,10.16,274.1,8.95,-2.565,-2.64,12.95,0,273.2952,575.4561,13.13,1.096
"2023-08-19 02:15:00",141,-7.071,1.391,-149.4,-11.72,156.2,293.8,-156.4,-10.33,-146.1,-8.46,-137.6,-0.197,9.39,269.5,8.75,-2.264,-2.235,11.72,0,264.668,575.4561,13.13,0.772
"2023-08-19 02:30:00",142,-7.152,1.508,-150.9,-12.34,155.1,293.7,-158.1,-10.83,-147.2,-8.66,-138.6,-0.212,8.95,267.1,10.42,-2.184,-2.129,11.07,0,244.5214,575.4561,13.12,0.458
"2023-08-19 02:45:00",143,-7.271,1.633,-152.7,-13.79,154.9,293.8,-160,-12.15,-147.8,-8.9,-138.9,-0.227,8.01,268.4,14.57,-1.777,-1.781,9.39,0,276.9852,575.4561,13.13,0.17
"2023-08-19 03:00:00",144,-7.437,1.608,-153.5,-14.23,154.7,293.9,-160.9,-12.62,-148.3,-9.05,-139.3,-0.219,8.24,272.5,12.28,-1.687,-1.659,8.68,0,277.3207,575.5112,13.13,-0.085
"2023-08-19 03:15:00",145,-7.496,1.48,-153.7,-14.7,154.9,294,-161.2,-13.22,-148,-8.98,-139,-0.199,8.33,275.2,19.99,-1.612,-1.552,8.12,0,257.7501,575.5112,13.13,-0.31
"2023-08-19 03:30:00",146,-7.674,1.373,-153.3,-14.81,154.7,293.2,-160.9,-13.43,-147.5,-9.05,-138.4,-0.18,7.697,264.7,14.18,-1.785,-1.705,8.76,0,243.8996,575.5112,13.13,-0.51
"2023-08-19 03:45:00",147,-7.44,1.371,-152.1,-14.4,155.1,292.8,-159.6,-13.03,-146.5,-8.81,-137.7,-0.185,7.952,269.3,12.42,-1.911,-1.868,8.8,0,269.4743,575.5112,13.13,-0.691
"2023-08-19 04:00:00",148,-7.726,1.487,-151.2,-14.68,155.4,291.9,-158.9,-13.2,-145.7,-9.21,-136.5,-0.195,7.175,265.8,14.54,-2.057,-2.003,8.82,0,266.1957,575.5977,13.13,-0.859
"2023-08-19 04:15:00",149,-7.484,1.448,-150.4,-14.29,155.7,291.8,-157.9,-12.84,-145.1,-8.93,-136.1,-0.195,7.989,270.8,14.48,-2.169,-2.109,8.95,0,276.7663,575.5977,13.13,-1.015
"2023-08-19 04:30:00",150,-7.489,1.416,-149.2,-14.12,156,291.1,-156.7,-12.7,-144,-8.9,-135.1,-0.19,7.283,265.2,16.82,-2.359,-2.313,9.53,0,272.6523,575.5977,13.13,-1.161
"2023-08-19 04:45:00",151,-7.262,1.64,-148.2,-13.43,156.3,291.1,-155.5,-11.79,-143.7,-8.9,-134.8,-0.227,8.23,274.1,8.34,-2.485,-2.468,9.8,0,282.9123,575.5977,13.12,-1.301
"2023-08-19 05:00:00",152,-7.71,1.535,-147.5,-14.17,156.5,289.8,-155.2,-12.63,-142.5,-9.24,-133.3,-0.201,6.945,274.6,9.47,-2.633,-2.586,10.12,0,273.1546,575.6783,13.12,-1.437
"2023-08-19 05:15:00",153,-7.166,1.639,-147.7,-13.76,156.3,290.2,-154.9,-12.12,-142.7,-8.8,-133.9,-0.229,7.47,269,12.28,-2.566,-2.589,9.42,0,255.8327,575.6783,13.13,-1.566
"2023-08-19 05:30:00",154,-7.436,1.459,-148.7,-14.22,155.6,290.1,-156.2,-12.77,-143.4,-8.89,-134.5,-0.197,7.444,272.8,13.72,-2.57,-2.507,9.15,0,280.1416,575.6783,13.13,-1.69
"2023-08-19 05:45:00",155,-7.595,1.726,-148.7,-15.02,155.2,288.8,-156.3,-13.3,-143,-9.32,-133.6,-0.229,6.773,269.5,13.85,-2.674,-2.616,9.03,0,230.1702,575.6783,13.13,-1.808
"2023-08-19 06:00:00",156,-7.502,1.782,-149.1,-15.23,154.8,288.7,-156.6,-13.45,-143.2,-9.28,-133.9,-0.239,6.125,263.4,13.33,-2.543,-2.597,8.48,0,247.9036,575.7239,13.13,-1.921
"2023-08-19 06:15:00",157,-7.264,1.217,-148.6,-14.12,154.4,288.9,-155.8,-12.9,-142.9,-8.48,-134.5,-0.168,6.994,254.3,6.433,-2.785,-2.81,8.99,0,249.2514,575.7239,13.12,-2.029
"2023-08-19 06:30:00",158,-7.096,1.568,-148.8,-14.08,154,288.7,-155.9,-12.51,-143.4,-8.66,-134.7,-0.222,6.583,264.1,7.928,-2.772,-2.845,8.69,0,269.3977,575.7239,13.13,-2.137
"2023-08-19 06:45:00",159,-5.219,2.026,-150.2,-14.94,153.9,289.1,-155.4,-12.92,-142.5,-7.245,-135.2,-0.445,6.464,256,10.31,-2.426,-2.579,7.46,0,240.0831,575.7239,13.12,-2.244
"2023-08-19 07:00:00",160,1.199,3.086,-152.1,-16.85,154.4,289.7,-150.9,-13.76,-137.2,-1.888,-135.3,0.733,5.472,260.9,10.56,-1.797,-2.014,6.251,0,253.627,576.1373,13.12,-2.344
"2023-08-19 07:15:00",161,9.1,3.818,-152.6,-17.11,154.8,290.3,-143.5,-13.29,-130.2,5.281,-135.5,0.434,5.067,249.3,6.868,-1.585,-1.825,6.226,0,246.6007,576.1373,13.13,-2.43
"2023-08-19 07:30:00",162,89.2,19.67,-154.2,-15.49,156.1,294.8,-65,4.174,-69.18,69.54,-138.7,0.268,5.751,255.6,11.94,-0.728,-1.185,4.919,0,242.1736,576.1373,13.13,-2.502
"2023-08-19 07:45:00",163,201.3,34.71,-156.4,-11.36,158.5,303.5,44.89,23.34,21.55,166.6,-145.1,0.173,5.859,252.5,11.88,0.224,-0.194,4.523,0,264.5607,576.1373,13.12,-2.552
"2023-08-19 08:00:00",164,263.4,43.09,-157,-6.969,160.1,310.1,106.4,36.12,70.28,220.3,-150,0.164,5.266,260.8,18.15,0.543,0.288,4.274,0,262.3137,576.6421,13.13,-2.573
"2023-08-19 08:15:00",165,323.2,54.5,-157.3,-1.057,162.1,318.3,165.9,53.45,112.5,268.7,-156.2,0.169,4.333,260.8,24.8,1.029,0.776,4.669,0,199.5378,576.6421,13.09,-2.299
"2023-08-19 08:30:00",166,384.1,65.85,-158.3,5.371,164.1,327.9,225.8,71.22,154.6,318.3,-163.7,0.171,3.717,269.7,18.95,1.723,1.438,4.804,0,264.8521,576.6421,13.09,-1.753
"2023-08-19 08:45:00",167,443.7,77.15,-159.3,11.79,166.4,337.5,284.4,88.9,195.5,366.5,-171.1,0.174,3.816,276.3,15.63,2.056,2.118,4.767,0,283.2424,576.6421,13.09,-1.233
"2023-08-19 09:00:00",168,499.2,88.1,-160.1,18.54,168.8,347.5,339.1,106.6,232.5,411.1,-178.6,0.176,4.555,274.6,12.7,2.728,2.801,5.152,0,259.6561,577.756,13.09,-0.775
"2023-08-19 09:15:00",169,551.7,98.6,-161,21.76,170.6,353.3,390.7,120.4,270.3,453,-182.7,0.179,5.848,271.6,9.13,2.848,3.347,4.909,0,270.5687,577.756,13.09,-0.346
"2023-08-19 09:30:00",170,601,108.9,-161.3,30.56,172.3,364.1,439.8,139.5,300.3,492.1,-191.8,0.181,4.894,270.4,18.41,3.038,3.756,4.919,0,258.9727,577.756,13.09,0.099
"2023-08-19 09:45:00",171,646.4,117.3,-161.9,34.64,175.2,371.7,484.5,151.9,332.6,529.1,-196.5,0.181,5.472,271.8,25.24,3.393,4.493,6.021,0,273.0787,577.756,13.09,0.576
"2023-08-19 10:00:00",172,691,125.6,-161.6,43.05,177.4,382,529.4,168.7,360.7,565.4,-204.6,0.182,5.82,278.9,15.01,3.942,4.88,7.086,0,274.116,578.2278,13.09,1.086
"2023-08-19 10:15:00",173,736.3,133,-162,48.62,179.4,390,574.2,181.7,392.6,603.2,-210.6,0.181,6.361,276.6,17.04,4.252,5.386,7.061,0,273.8387,578.2278,13.09,1.624
"2023-08-19 10:30:00",174,781.8,140.8,-160.7,52.56,180.8,394.2,621,193.4,427.6,640.9,-213.3,0.18,7.082,280.5,11.27,4.502,5.42,6.639,0,292.3714,578.2278,13.08,2.188
"2023-08-19 10:45:00",175,828,147.3,-160.4,56.41,182.1,398.9,667.8,203.7,464.1,680.9,-216.8,0.178,7.92,284.9,15.24,4.52,5.609,7.475,0,281.2841,578.2278,13.09,2.762
"2023-08-19 11:00:00",176,872,153.3,-160.8,62.63,182.7,406.1,711.1,216,495.1,718.5,-223.4,0.176,7.547,278.4,9.56,4.827,5.81,6.594,0,279.3505,577.9725,13.09,3.345
"2023-08-19 11:15:00",177,912,157.9,-161.5,66.82,184,412.4,750.4,224.7,525.7,754,-228.4,0.173,7.378,283.5,6.23,5.041,6.225,6.723,0,273.8969,577.9725,13.09,3.943
"2023-08-19 11:30:00",178,948,162.4,-161.2,69.56,185.7,416.5,786.6,232,554.6,785.4,-230.8,0.171,7.84,281.7,10.16,5.295,6.498,6.482,0,292.4139,577.9725,13.09,4.546
"2023-08-19 11:45:00",179,981,166.1,-159.7,68.87,186.6,415.2,822,235,586.7,815,-228.6,0.169,9.28,286.7,17.44,5.193,6.382,6.867,0,290.7375,577.9725,13.09,5.15
"2023-08-19 12:00:00",180,1006,169.2,-158.6,68.25,187.3,414.1,848,237.4,610.5,837,-226.8,0.168,9.58,282.2,8.93,5.175,6.288,6.977,0,282.2174,577.918,13.09,5.746
"2023-08-19 12:15:00",181,1025,170.4,-159.3,77.34,188.1,424.7,866,247.8,617.8,854,-236.6,0.166,8.42,279.4,13.42,5.462,6.586,7.004,0,294.2538,577.918,13.09,6.329
"2023-08-19 12:30:00",182,1038,171.7,-159.4,79.57,189,428,879,251.3,627.7,867,-239,0.165,8.56,282,9.36,5.637,6.802,7.087,0,283.5814,577.918,13.09,6.894
"2023-08-19 12:45:00",183,1048,173.2,-158.4,77.96,190.2,426.6,890,251.2,638.5,875,-236.4,0.165,9.47,282,6.886,6.03,6.84,7.801,0,282.6137,577.918,13.09,7.445
"2023-08-19 13:00:00",184,1051,173,-157.1,72.49,191.3,420.9,894,245.5,648.5,878,-229.6,0.165,10.61,280.5,9.62,5.932,6.79,7.951,0,277.8853,577.4502,13.09,7.971
"2023-08-19 13:15:00",185,1045,172.1,-159,78.98,192.1,430.1,886,251.1,634.5,872,-237.9,0.165,9.06,284.6,13.2,6.534,7.336,8.54,0,287.6756,577.4502,13.09,8.46
"2023-08-19 13:30:00",186,1031,169.4,-159.5,73.61,192,425.2,871,243,628,861,-233.2,0.164,9.79,282.6,7.237,6.663,7.428,8.31,0,283.6129,577.4502,13.09,8.92
"2023-08-19 13:45:00",187,1011,166.9,-158.3,72.78,193.4,424.4,852,239.7,612.6,844,-231.1,0.165,9.12,278,7.442,6.652,7.448,7.742,0,275.8653,577.4502,13.09,9.36
"2023-08-19 14:00:00",188,983,163,-161,78.69,194.6,434.3,822,241.6,580.5,820,-239.7,0.166,7.323,283.5,10.79,7.325,8.24,7.675,0,272.5499,577.3753,13.09,9.77
"2023-08-19 14:15:00",189,955,158.4,-159.6,73.23,195.9,428.7,795.3,231.6,563.6,796.5,-232.8,0.166,7.941,280.3,15.76,7.276,8.21,7.708,0,249.5821,577.3753,13.09,10.15
"2023-08-19 14:30:00",190,922,153.4,-158.6,66.39,197.5,422.6,763.3,219.8,543.5,768.6,-225,0.166,9.18,292.9,16.16,7.477,8.35,8.38,0,288.0169,577.3753,13.09,10.52
"2023-08-19 14:45:00",191,887,148.3,-158.8,58.86,196.5,414.1,728.2,207.2,521,738.7,-217.7,0.167,9.66,281,8.77,7.271,8.17,7.426,0,282.2555,577.3753,13.09,10.85
